Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
CrawlerDynamicLearning,6.473,43900.345,42.743,20709,423.547
CrawlerDynamicLearning,6.496,43956.650,47.829,20802,494.252
CrawlerDynamicLearning,6.492,44005.336,40.450,20950,464.268
CrawlerDynamicLearning,6.533,44055.253,41.716,20577,423.356
CrawlerDynamicLearning,6.533,44103.625,40.096,21140,378.258
CrawlerDynamicLearning,6.514,44157.489,45.450,20556,450.551
CrawlerDynamicLearning,6.541,44204.842,38.834,20514,404.215
CrawlerDynamicLearning,6.537,44256.724,43.660,20702,565.858
CrawlerDynamicLearning,6.514,44311.274,46.203,20564,438.004
CrawlerDynamicLearning,6.491,44359.039,39.623,20434,421.968
CrawlerDynamicLearning,6.517,44412.265,44.780,20814,518.809
CrawlerDynamicLearning,6.483,44462.057,41.517,20465,466.112
CrawlerDynamicLearning,6.519,44518.258,47.719,20498,132.829
CrawlerDynamicLearning,6.508,44570.458,43.821,20580,524.113
CrawlerDynamicLearning,6.513,44617.480,38.817,20625,279.774
CrawlerDynamicLearning,6.488,44670.891,45.149,20319,318.157
CrawlerDynamicLearning,6.510,44720.228,41.096,20688,545.137
CrawlerDynamicLearning,6.506,44765.818,37.511,20757,529.266
CrawlerDynamicLearning,6.569,44822.176,47.699,20274,378.594
CrawlerDynamicLearning,6.499,44871.764,41.472,20597,371.508
CrawlerDynamicLearning,6.506,44923.104,43.049,21006,675.838
CrawlerDynamicLearning,6.528,44974.077,42.619,20254,396.376
CrawlerDynamicLearning,6.547,45024.853,42.400,20752,453.016
CrawlerDynamicLearning,6.516,45083.260,49.728,21211,269.509
CrawlerDynamicLearning,6.523,45132.940,41.501,20588,515.327
CrawlerDynamicLearning,6.527,45182.131,40.896,21014,482.317
CrawlerDynamicLearning,6.504,45238.057,47.426,20889,369.668
CrawlerDynamicLearning,6.511,45292.620,46.147,20683,352.733
CrawlerDynamicLearning,6.501,45339.963,39.148,20597,464.152
CrawlerDynamicLearning,6.478,45393.942,45.633,20506,354.891
CrawlerDynamicLearning,6.518,45440.784,38.670,20850,273.752
CrawlerDynamicLearning,6.531,45498.445,49.277,20954,289.278
CrawlerDynamicLearning,6.511,45544.769,38.149,20517,337.171
CrawlerDynamicLearning,6.499,45598.599,45.510,20559,419.733
CrawlerDynamicLearning,6.534,45652.545,45.593,20631,351.718
CrawlerDynamicLearning,6.493,45701.119,39.935,21161,386.049
CrawlerDynamicLearning,6.492,45754.183,44.677,20274,337.117
CrawlerDynamicLearning,6.521,45807.001,44.378,20616,375.033
CrawlerDynamicLearning,6.509,45855.273,40.085,20718,293.463
CrawlerDynamicLearning,6.500,45907.802,44.134,20323,393.433
CrawlerDynamicLearning,6.503,45959.504,43.314,20324,345.605
CrawlerDynamicLearning,6.522,46014.913,46.989,21221,348.496
CrawlerDynamicLearning,6.496,46064.067,40.968,20491,472.736
CrawlerDynamicLearning,6.493,46119.110,46.552,21001,315.248
CrawlerDynamicLearning,6.484,46166.980,39.662,20297,429.515
CrawlerDynamicLearning,6.491,46223.261,47.810,21082,407.444
CrawlerDynamicLearning,6.527,46276.178,44.537,20744,349.702
CrawlerDynamicLearning,6.486,46321.250,36.972,20449,296.137
CrawlerDynamicLearning,6.502,46374.810,45.122,20840,402.388
CrawlerDynamicLearning,6.502,46430.749,47.421,20499,310.460
CrawlerDynamicLearning,6.536,46482.894,43.828,21215,216.817
CrawlerDynamicLearning,6.545,46527.572,36.558,20588,391.119
CrawlerDynamicLearning,6.499,46583.494,47.470,20734,443.261
CrawlerDynamicLearning,6.507,46638.531,46.546,20597,356.828
CrawlerDynamicLearning,6.507,46688.152,41.357,20699,366.014
CrawlerDynamicLearning,6.492,46736.667,40.305,20475,291.783
CrawlerDynamicLearning,6.521,46791.679,46.500,20704,390.569
CrawlerDynamicLearning,6.519,46844.305,44.304,20907,392.722
CrawlerDynamicLearning,6.481,46894.348,41.744,20343,478.486
CrawlerDynamicLearning,6.511,46942.963,40.369,20556,316.708
CrawlerDynamicLearning,6.508,46996.338,44.918,21006,599.058
CrawlerDynamicLearning,6.504,47049.989,45.200,20647,294.702
CrawlerDynamicLearning,6.495,47103.756,45.339,20709,355.024
CrawlerDynamicLearning,6.484,47151.433,39.461,20713,383.352
CrawlerDynamicLearning,6.528,47205.690,45.623,21169,378.277
CrawlerDynamicLearning,6.560,47259.020,44.898,20588,298.465
CrawlerDynamicLearning,6.476,47312.296,44.846,20311,330.582
CrawlerDynamicLearning,6.534,47358.868,38.368,20399,327.168
CrawlerDynamicLearning,6.520,47413.367,46.014,20504,421.124
CrawlerDynamicLearning,6.522,47464.539,42.818,20316,358.136
CrawlerDynamicLearning,6.514,47516.061,43.138,21228,299.096
CrawlerDynamicLearning,6.499,47567.569,43.239,20934,248.074
CrawlerDynamicLearning,6.511,47620.790,44.813,20936,280.951
CrawlerDynamicLearning,6.520,47673.615,44.366,20286,278.531
CrawlerDynamicLearning,6.480,47726.483,44.448,20398,450.967
CrawlerDynamicLearning,6.518,47773.800,39.121,20450,183.740
CrawlerDynamicLearning,6.524,47828.769,46.445,21241,501.582
CrawlerDynamicLearning,6.500,47877.755,40.739,20546,399.855
CrawlerDynamicLearning,6.494,47927.128,41.183,20428,167.006
CrawlerDynamicLearning,6.504,47981.412,45.782,20470,462.582
CrawlerDynamicLearning,6.493,48037.310,47.379,20605,200.872
CrawlerDynamicLearning,6.537,48085.114,39.601,20706,451.754
CrawlerDynamicLearning,6.502,48137.816,44.261,21002,518.012
CrawlerDynamicLearning,6.542,48193.881,47.441,20547,396.159
CrawlerDynamicLearning,6.520,48247.436,45.100,20921,299.769
CrawlerDynamicLearning,6.541,48292.403,36.887,20812,511.668
CrawlerDynamicLearning,6.505,48347.558,46.623,20241,411.860
CrawlerDynamicLearning,6.523,48399.661,43.717,20571,404.325
CrawlerDynamicLearning,6.530,48449.752,41.860,20564,251.567
CrawlerDynamicLearning,6.492,48505.591,47.296,20845,360.118
CrawlerDynamicLearning,6.502,48552.404,38.713,20903,195.591
CrawlerDynamicLearning,6.527,48608.535,47.565,20733,313.034
CrawlerDynamicLearning,6.500,48662.287,45.320,20390,240.624
CrawlerDynamicLearning,6.517,48709.442,38.954,20260,295.236
CrawlerDynamicLearning,6.489,48758.202,40.264,20555,376.526
CrawlerDynamicLearning,6.527,48812.781,46.095,21013,323.577
CrawlerDynamicLearning,6.477,48868.657,47.337,20652,228.695
CrawlerDynamicLearning,6.515,48917.679,40.762,20849,391.398
CrawlerDynamicLearning,6.525,48965.462,39.569,20556,535.025
CrawlerDynamicLearning,6.519,49020.262,46.294,20262,246.633
CrawlerDynamicLearning,6.475,49070.464,41.917,20560,507.770
CrawlerDynamicLearning,6.524,49123.660,44.733,20395,339.412
CrawlerDynamicLearning,6.504,49176.085,43.980,21048,380.724
CrawlerDynamicLearning,6.489,49222.129,37.909,20286,324.638
CrawlerDynamicLearning,6.518,49278.175,47.497,21177,204.300
CrawlerDynamicLearning,6.503,49333.493,46.786,20728,263.256
CrawlerDynamicLearning,6.504,49378.946,37.386,20468,322.457
CrawlerDynamicLearning,6.498,49431.744,44.366,21135,398.676
CrawlerDynamicLearning,6.523,49487.826,47.499,20781,199.579
CrawlerDynamicLearning,6.525,49538.148,42.015,20424,282.203
CrawlerDynamicLearning,6.520,49584.948,38.646,21127,225.652
CrawlerDynamicLearning,6.524,49640.261,46.811,21218,267.320
CrawlerDynamicLearning,6.478,49692.812,44.163,20805,299.631
CrawlerDynamicLearning,6.495,49741.964,41.018,20780,511.133
CrawlerDynamicLearning,6.533,49795.678,45.223,21199,270.007
CrawlerDynamicLearning,6.499,49850.888,46.685,20458,500.027
CrawlerDynamicLearning,6.506,49903.619,44.329,21152,223.409
CrawlerDynamicLearning,6.511,49952.034,40.138,20728,438.916
CrawlerDynamicLearning,6.509,50006.759,46.254,20780,295.354
CrawlerDynamicLearning,6.486,50059.636,44.480,20479,323.609
CrawlerDynamicLearning,6.511,50107.948,40.067,20578,408.580
CrawlerDynamicLearning,6.527,50161.181,44.905,20886,270.763
CrawlerDynamicLearning,6.496,50211.374,41.624,20270,330.731
CrawlerDynamicLearning,6.549,50262.698,42.917,20825,169.268
CrawlerDynamicLearning,6.523,50317.740,46.506,20762,370.198
CrawlerDynamicLearning,6.498,50363.480,37.683,20638,432.108
CrawlerDynamicLearning,6.479,50419.656,47.689,20468,258.077
CrawlerDynamicLearning,6.534,50467.534,39.662,20785,328.708
CrawlerDynamicLearning,6.483,50522.228,46.251,21163,409.658
CrawlerDynamicLearning,6.538,50575.780,45.090,20402,315.660
CrawlerDynamicLearning,6.479,50624.580,40.716,20427,173.138
CrawlerDynamicLearning,6.505,50677.700,44.690,20748,338.453
CrawlerDynamicLearning,6.505,50730.420,44.376,20768,176.923
CrawlerDynamicLearning,6.523,50781.558,42.761,21189,298.223
CrawlerDynamicLearning,6.489,50828.467,38.740,20323,270.215
CrawlerDynamicLearning,6.530,50886.257,49.192,21012,276.457
CrawlerDynamicLearning,6.512,50937.085,42.476,21074,327.908
CrawlerDynamicLearning,6.522,50985.819,40.566,20977,255.743
CrawlerDynamicLearning,6.560,51040.504,46.151,20956,258.842
CrawlerDynamicLearning,6.503,51094.667,45.778,20677,188.520
CrawlerDynamicLearning,6.533,51143.031,40.155,20803,346.186
CrawlerDynamicLearning,6.522,51199.072,47.478,20334,309.892
CrawlerDynamicLearning,6.477,51247.381,40.282,20522,277.917
CrawlerDynamicLearning,6.510,51301.833,45.951,21188,319.567
CrawlerDynamicLearning,6.485,51351.122,41.098,20505,310.618
CrawlerDynamicLearning,6.515,51401.335,41.893,20289,119.943
CrawlerDynamicLearning,6.512,51458.779,48.874,21107,394.417
CrawlerDynamicLearning,6.494,51509.569,42.531,20406,258.977
CrawlerDynamicLearning,6.497,51557.095,39.335,20276,349.188
CrawlerDynamicLearning,6.492,51612.342,46.757,20580,248.067
CrawlerDynamicLearning,6.497,51661.293,40.722,21209,181.302
CrawlerDynamicLearning,6.504,51716.440,46.323,20902,294.949
CrawlerDynamicLearning,6.518,51768.551,43.692,20650,239.504
CrawlerDynamicLearning,6.508,51824.255,47.405,20879,428.275
CrawlerDynamicLearning,6.524,51875.220,42.662,20653,351.571
CrawlerDynamicLearning,6.467,51926.781,43.233,20414,301.358
CrawlerDynamicLearning,6.477,51976.892,41.833,20496,335.642
CrawlerDynamicLearning,6.531,52031.997,46.607,20987,327.660
CrawlerDynamicLearning,6.497,52083.239,42.860,20850,358.014
CrawlerDynamicLearning,6.470,52131.218,39.783,20291,298.298
CrawlerDynamicLearning,6.495,52183.424,43.805,20460,343.460
CrawlerDynamicLearning,6.459,52234.973,43.236,21056,375.596
CrawlerDynamicLearning,6.508,52288.570,45.142,20993,439.153
CrawlerDynamicLearning,6.549,52340.398,43.460,20869,422.172
CrawlerDynamicLearning,6.493,52385.791,37.311,20357,507.685
CrawlerDynamicLearning,6.475,52437.056,43.029,20608,511.180
CrawlerDynamicLearning,6.524,52490.373,44.819,20723,511.502
CrawlerDynamicLearning,6.539,52542.472,43.645,20902,413.987
CrawlerDynamicLearning,6.538,52592.171,41.431,20879,371.332
CrawlerDynamicLearning,6.495,52643.878,43.344,21116,336.996
CrawlerDynamicLearning,6.504,52697.373,45.101,20783,434.569
CrawlerDynamicLearning,6.524,52748.312,42.622,20890,391.348
CrawlerDynamicLearning,6.526,52801.546,44.784,21186,374.824
CrawlerDynamicLearning,6.499,52853.038,43.167,20637,286.572
CrawlerDynamicLearning,6.537,52907.827,46.265,20386,535.023
CrawlerDynamicLearning,6.526,52954.513,38.498,20659,478.801
CrawlerDynamicLearning,6.501,53008.493,45.488,20408,243.311
CrawlerDynamicLearning,6.521,53064.679,47.573,20286,517.451
CrawlerDynamicLearning,6.530,53107.830,35.109,21168,418.189
CrawlerDynamicLearning,6.496,53161.056,44.815,20519,318.501
CrawlerDynamicLearning,6.534,53216.776,46.877,21236,389.168
CrawlerDynamicLearning,6.542,53272.016,46.674,20800,279.698
CrawlerDynamicLearning,6.475,53318.832,38.666,20533,443.347
CrawlerDynamicLearning,6.495,53370.480,43.258,21001,421.672
CrawlerDynamicLearning,6.532,53424.730,45.762,21028,506.722
CrawlerDynamicLearning,6.538,53481.590,48.310,21122,238.729
CrawlerDynamicLearning,6.513,53530.435,40.842,21107,548.615
CrawlerDynamicLearning,6.495,53586.691,47.758,21035,324.250
CrawlerDynamicLearning,6.532,53639.039,43.962,20597,311.911
CrawlerDynamicLearning,6.555,53687.962,40.681,21068,457.905
CrawlerDynamicLearning,6.533,53740.926,44.486,21231,241.648
CrawlerDynamicLearning,6.484,53794.706,45.346,20323,511.464
CrawlerDynamicLearning,6.526,53841.951,39.010,20543,363.790
CrawlerDynamicLearning,6.514,53896.996,46.536,21149,364.964
CrawlerDynamicLearning,6.540,53951.316,45.810,21106,469.176
CrawlerDynamicLearning,6.485,54001.630,42.045,20657,354.983
CrawlerDynamicLearning,6.531,54053.636,43.659,21196,481.995
CrawlerDynamicLearning,6.520,54108.137,45.985,20302,326.821
CrawlerDynamicLearning,6.512,54156.620,40.226,20530,481.861
CrawlerDynamicLearning,6.491,54209.024,44.081,20510,368.930
CrawlerDynamicLearning,6.503,54263.400,45.915,21036,433.448
CrawlerDynamicLearning,6.513,54314.540,42.776,20295,310.125
CrawlerDynamicLearning,6.515,54367.390,44.396,20810,458.562
CrawlerDynamicLearning,6.500,54414.878,39.408,20555,410.421
CrawlerDynamicLearning,6.500,54469.796,46.417,20633,327.018
CrawlerDynamicLearning,6.541,54521.943,43.750,21204,346.247
CrawlerDynamicLearning,6.563,54577.749,47.369,20619,327.054
CrawlerDynamicLearning,6.501,54627.617,41.651,20394,572.424
CrawlerDynamicLearning,6.516,54677.360,41.470,20623,375.014
CrawlerDynamicLearning,6.541,54730.857,44.675,21006,634.309
CrawlerDynamicLearning,6.512,54783.797,44.672,21006,614.203
CrawlerDynamicLearning,6.458,54835.497,43.405,20978,574.073
CrawlerDynamicLearning,6.486,54884.093,40.413,20948,424.058
CrawlerDynamicLearning,6.545,54935.379,42.939,21102,435.725
CrawlerDynamicLearning,6.496,54985.177,41.508,20562,564.442
CrawlerDynamicLearning,6.494,55040.722,47.015,20621,473.004
CrawlerDynamicLearning,6.511,55095.387,46.172,21050,504.986
CrawlerDynamicLearning,6.490,55143.741,40.237,21036,414.783
CrawlerDynamicLearning,6.649,55196.409,44.169,20417,358.871
CrawlerDynamicLearning,6.536,55251.837,46.952,21011,649.111
CrawlerDynamicLearning,6.496,55301.294,41.175,20649,519.592
CrawlerDynamicLearning,6.467,55353.720,44.079,20462,260.994
CrawlerDynamicLearning,6.525,55407.313,45.215,20941,352.138
CrawlerDynamicLearning,6.536,55459.647,43.850,21038,512.802
CrawlerDynamicLearning,6.509,55506.975,39.139,20391,360.009
CrawlerDynamicLearning,6.509,55561.819,46.423,20704,352.778
CrawlerDynamicLearning,6.516,55617.719,47.341,21004,434.859
CrawlerDynamicLearning,6.575,55664.496,38.768,21240,429.764
CrawlerDynamicLearning,6.539,55722.455,49.361,20939,571.585
CrawlerDynamicLearning,6.533,55774.042,43.334,21030,483.385
CrawlerDynamicLearning,6.540,55822.207,39.915,21050,396.920
CrawlerDynamicLearning,6.509,55878.288,47.548,21119,368.132
CrawlerDynamicLearning,6.540,55931.055,44.415,21615,307.239
CrawlerDynamicLearning,6.538,55984.730,45.220,20253,460.700
CrawlerDynamicLearning,6.543,56037.024,44.007,21109,511.974
CrawlerDynamicLearning,6.602,56087.419,41.984,20282,361.124
CrawlerDynamicLearning,6.543,56144.199,48.147,21120,456.216
CrawlerDynamicLearning,6.537,56196.046,43.558,21231,54.738
CrawlerDynamicLearning,6.498,56245.836,41.365,20612,494.569
CrawlerDynamicLearning,6.562,56299.697,45.413,21017,339.577
CrawlerDynamicLearning,6.514,56355.857,47.582,20861,96.269
CrawlerDynamicLearning,6.514,56403.311,39.318,21114,500.848
CrawlerDynamicLearning,6.534,56460.308,48.431,20918,275.231
CrawlerDynamicLearning,6.512,56507.460,38.922,20405,115.449
CrawlerDynamicLearning,6.499,56559.436,43.641,20485,533.460
CrawlerDynamicLearning,6.514,56614.883,46.917,20729,309.137
CrawlerDynamicLearning,6.471,56660.651,37.857,20602,367.098
CrawlerDynamicLearning,6.488,56715.200,46.110,20267,560.971
CrawlerDynamicLearning,6.519,56769.620,45.923,20376,369.506
CrawlerDynamicLearning,6.482,56814.573,36.882,21007,337.393
CrawlerDynamicLearning,6.484,56868.785,45.841,20777,449.771
CrawlerDynamicLearning,6.546,56919.040,41.949,20376,370.952
CrawlerDynamicLearning,6.534,56976.016,48.373,20964,571.788
CrawlerDynamicLearning,6.522,57023.085,38.956,20287,319.969
CrawlerDynamicLearning,6.519,57074.982,43.499,20527,318.806
CrawlerDynamicLearning,6.555,57126.317,42.990,21113,377.385
CrawlerDynamicLearning,6.508,57181.328,46.519,20896,189.998
CrawlerDynamicLearning,6.505,57233.172,43.461,20954,480.001
CrawlerDynamicLearning,6.510,57284.260,42.852,20475,557.009
CrawlerDynamicLearning,6.547,57335.743,43.081,20504,523.388
CrawlerDynamicLearning,6.490,57383.749,39.831,20436,395.677
CrawlerDynamicLearning,6.527,57433.295,41.240,20737,406.518
CrawlerDynamicLearning,6.498,57484.582,43.184,20266,323.346
CrawlerDynamicLearning,6.539,57536.240,43.271,20922,385.912
CrawlerDynamicLearning,6.525,57589.560,44.883,21008,274.030
CrawlerDynamicLearning,6.475,57643.450,45.462,20251,536.038
CrawlerDynamicLearning,6.492,57695.298,43.486,21006,715.492
CrawlerDynamicLearning,6.528,57747.829,43.741,20987,350.721
CrawlerDynamicLearning,6.517,57797.946,41.775,20894,343.167
CrawlerDynamicLearning,6.509,57851.106,44.798,20491,342.076
CrawlerDynamicLearning,6.522,57904.522,44.941,20838,465.838
CrawlerDynamicLearning,6.528,57957.797,44.804,20905,413.995
CrawlerDynamicLearning,6.488,58006.372,40.375,20283,184.531
CrawlerDynamicLearning,6.520,58059.470,44.637,21238,371.399
CrawlerDynamicLearning,6.511,58109.591,41.848,20384,255.957
CrawlerDynamicLearning,6.471,58164.345,46.284,20778,388.050
CrawlerDynamicLearning,6.554,58216.593,43.936,20501,498.914
CrawlerDynamicLearning,6.506,58270.029,45.016,20955,393.078
CrawlerDynamicLearning,6.503,58318.765,40.484,20311,420.969
CrawlerDynamicLearning,6.472,58367.103,40.250,20339,194.346
CrawlerDynamicLearning,6.512,58424.776,49.051,20800,530.214
CrawlerDynamicLearning,6.583,58474.050,40.983,20865,384.595
CrawlerDynamicLearning,6.491,58525.680,43.297,20395,379.713
CrawlerDynamicLearning,6.496,58574.740,40.824,20997,255.504
CrawlerDynamicLearning,6.500,58627.538,44.444,20537,452.775
CrawlerDynamicLearning,6.539,58683.344,47.222,21006,686.200
CrawlerDynamicLearning,6.524,58732.997,41.554,20614,394.560
CrawlerDynamicLearning,6.505,58789.031,47.485,21180,498.830
CrawlerDynamicLearning,6.511,58840.533,43.273,20577,306.944
CrawlerDynamicLearning,6.486,58890.286,41.448,20556,375.485
CrawlerDynamicLearning,6.506,58940.142,41.564,20750,496.195
CrawlerDynamicLearning,6.539,58993.007,44.487,20768,411.196
CrawlerDynamicLearning,6.514,59047.610,46.116,20972,448.089
CrawlerDynamicLearning,6.518,59096.193,40.409,21134,267.949
CrawlerDynamicLearning,6.519,59151.653,46.919,20542,297.835
CrawlerDynamicLearning,6.481,59207.715,47.703,20575,368.754
CrawlerDynamicLearning,6.510,59257.668,41.373,20854,529.827
CrawlerDynamicLearning,6.511,59306.667,40.734,20846,335.133
CrawlerDynamicLearning,6.566,59361.888,46.771,20943,347.304
CrawlerDynamicLearning,6.537,59417.236,46.789,20878,394.010
CrawlerDynamicLearning,6.520,59464.819,39.397,21033,303.945
CrawlerDynamicLearning,6.512,59515.538,42.395,20952,593.877
CrawlerDynamicLearning,6.539,59565.504,41.808,20338,308.342
CrawlerDynamicLearning,6.504,59620.621,46.695,20764,330.225
CrawlerDynamicLearning,6.550,59672.474,43.407,20629,329.168
CrawlerDynamicLearning,6.518,59723.256,42.452,20414,394.088
CrawlerDynamicLearning,6.553,59774.139,42.513,20925,345.042
CrawlerDynamicLearning,6.488,59821.327,39.040,20344,283.582
CrawlerDynamicLearning,6.508,59875.524,45.717,20823,317.133
CrawlerDynamicLearning,6.522,59929.276,45.268,21104,351.841
CrawlerDynamicLearning,6.522,59972.848,35.595,20458,339.308
CrawlerDynamicLearning,6.517,60029.247,47.825,20325,233.967
CrawlerDynamicLearning,6.519,60075.699,38.373,20261,377.725
CrawlerDynamicLearning,6.515,60127.698,43.607,20659,427.133
CrawlerDynamicLearning,6.489,60181.752,45.683,20934,258.800
CrawlerDynamicLearning,6.461,60231.281,41.296,20318,335.421
CrawlerDynamicLearning,6.487,60286.143,46.475,20711,424.472
CrawlerDynamicLearning,6.529,60337.406,42.916,20421,299.912
CrawlerDynamicLearning,6.535,60386.102,40.436,20824,242.947
CrawlerDynamicLearning,6.511,60438.278,43.903,20884,400.309
CrawlerDynamicLearning,6.505,60489.432,42.796,21059,352.015
CrawlerDynamicLearning,6.520,60545.408,47.424,21016,288.858
CrawlerDynamicLearning,6.533,60602.331,48.417,20983,339.743
CrawlerDynamicLearning,6.467,60650.682,40.224,20397,318.065
CrawlerDynamicLearning,6.559,60700.376,41.430,20618,277.858
CrawlerDynamicLearning,6.533,60753.147,44.014,21180,433.129
CrawlerDynamicLearning,6.523,60798.995,37.728,20670,327.544
CrawlerDynamicLearning,6.477,60853.380,45.946,20799,326.559
CrawlerDynamicLearning,6.512,60907.379,45.585,20415,300.598
CrawlerDynamicLearning,6.472,60957.005,41.419,21002,315.786
CrawlerDynamicLearning,6.520,61005.314,40.053,20728,287.327
CrawlerDynamicLearning,6.493,61050.000,36.735,20943,332.835
CrawlerDynamicLearning,6.515,61103.853,45.389,20429,245.079
CrawlerDynamicLearning,6.509,61156.213,44.039,21059,491.399
CrawlerDynamicLearning,6.533,61204.724,40.255,21099,303.077
CrawlerDynamicLearning,6.553,61255.864,42.816,20246,216.089
CrawlerDynamicLearning,6.479,61309.156,44.893,20804,358.258
CrawlerDynamicLearning,6.528,61360.671,43.108,20869,204.202
CrawlerDynamicLearning,6.505,61414.948,45.832,20297,302.730
CrawlerDynamicLearning,6.517,61463.250,40.081,20599,444.055
CrawlerDynamicLearning,6.525,61517.275,45.529,20261,367.348
CrawlerDynamicLearning,6.512,61566.590,41.050,20420,212.070
CrawlerDynamicLearning,6.503,61616.299,41.526,20827,472.117
CrawlerDynamicLearning,6.466,61671.009,46.236,20349,426.302
CrawlerDynamicLearning,6.573,61718.913,39.643,20639,195.470
CrawlerDynamicLearning,6.503,61772.386,45.049,20604,423.065
CrawlerDynamicLearning,6.524,61829.729,48.744,21207,302.005
CrawlerDynamicLearning,6.508,61869.520,31.943,20310,499.267
CrawlerDynamicLearning,6.505,61925.341,47.306,20880,510.710
CrawlerDynamicLearning,6.490,61977.728,44.073,20241,273.165
CrawlerDynamicLearning,6.531,62024.594,38.732,20267,435.218
CrawlerDynamicLearning,6.503,62077.872,44.868,20374,408.930
CrawlerDynamicLearning,6.471,62130.430,44.209,20369,525.534
CrawlerDynamicLearning,6.508,62177.008,38.401,20312,497.185
CrawlerDynamicLearning,6.554,62233.998,48.046,20929,451.593
CrawlerDynamicLearning,6.514,62283.583,41.280,20627,550.409
CrawlerDynamicLearning,6.531,62334.059,42.253,20881,360.422
CrawlerDynamicLearning,6.492,62387.951,45.480,20658,503.461
CrawlerDynamicLearning,6.520,62444.882,48.325,21227,274.837
CrawlerDynamicLearning,6.476,62495.076,41.940,20363,524.699
CrawlerDynamicLearning,6.496,62548.352,44.864,20528,324.057
CrawlerDynamicLearning,6.501,62595.292,38.847,20624,503.576
CrawlerDynamicLearning,6.565,62647.629,43.859,20715,428.211
CrawlerDynamicLearning,6.486,62699.974,43.982,20343,377.679
CrawlerDynamicLearning,6.514,62754.234,45.791,21006,646.084
CrawlerDynamicLearning,6.531,62803.866,41.316,20688,598.122
CrawlerDynamicLearning,6.496,62857.417,45.197,20730,412.225
CrawlerDynamicLearning,6.505,62907.330,41.604,21073,682.387
CrawlerDynamicLearning,6.465,62961.142,45.428,20883,480.581
CrawlerDynamicLearning,6.533,63008.869,39.523,20830,607.415
CrawlerDynamicLearning,6.536,63060.008,42.799,20558,357.825
CrawlerDynamicLearning,6.492,63110.626,42.305,20805,312.000
CrawlerDynamicLearning,6.497,63161.260,42.326,20303,431.362
CrawlerDynamicLearning,6.474,63211.357,41.852,20548,430.767
CrawlerDynamicLearning,6.484,63264.991,45.224,20989,197.917
CrawlerDynamicLearning,6.501,63320.334,47.003,20829,364.806
CrawlerDynamicLearning,6.522,63373.369,44.676,20378,550.677
CrawlerDynamicLearning,6.502,63418.279,37.119,21016,437.638
CrawlerDynamicLearning,6.552,63475.546,48.801,20584,553.415
CrawlerDynamicLearning,6.495,63532.667,48.544,20685,527.179
CrawlerDynamicLearning,6.535,63577.287,36.658,21228,350.373
CrawlerDynamicLearning,6.497,63633.062,47.227,20338,411.940
CrawlerDynamicLearning,6.483,63683.199,41.842,20448,541.603
CrawlerDynamicLearning,6.512,63731.528,39.717,20479,568.258
CrawlerDynamicLearning,6.508,63786.352,46.291,20981,550.394
CrawlerDynamicLearning,6.489,63841.110,46.315,20950,593.635
CrawlerDynamicLearning,6.520,63887.759,38.478,21078,399.410
CrawlerDynamicLearning,6.517,63940.987,44.744,20619,359.740
CrawlerDynamicLearning,6.492,63997.086,47.515,20588,542.782
CrawlerDynamicLearning,6.510,64045.570,40.265,20479,548.045
CrawlerDynamicLearning,6.506,64096.583,42.733,20947,507.925
CrawlerDynamicLearning,6.513,64152.388,47.259,20805,516.031
CrawlerDynamicLearning,6.526,64206.219,45.367,20261,420.956
CrawlerDynamicLearning,6.531,64252.315,37.963,20865,643.298
CrawlerDynamicLearning,6.501,64303.820,43.152,20988,471.258
CrawlerDynamicLearning,6.516,64355.812,43.567,20567,625.408
CrawlerDynamicLearning,6.490,64409.389,45.164,20506,491.214
CrawlerDynamicLearning,6.514,64455.526,38.029,20883,539.342
CrawlerDynamicLearning,6.516,64512.088,47.973,20492,539.500
CrawlerDynamicLearning,6.537,64563.210,42.728,20900,571.182
CrawlerDynamicLearning,6.517,64616.721,45.057,21195,446.773
CrawlerDynamicLearning,6.509,64664.733,39.808,20566,373.017
CrawlerDynamicLearning,6.480,64717.083,43.980,20858,347.879
CrawlerDynamicLearning,6.514,64772.748,47.149,20942,399.563
CrawlerDynamicLearning,6.487,64822.886,41.895,20244,541.710
CrawlerDynamicLearning,6.536,64869.208,38.140,20836,373.455
CrawlerDynamicLearning,6.496,64921.900,44.343,20285,375.523
CrawlerDynamicLearning,6.542,64976.287,45.840,20861,404.910
CrawlerDynamicLearning,6.504,65028.185,43.602,20754,177.855
CrawlerDynamicLearning,6.482,65080.489,44.025,20909,436.834
CrawlerDynamicLearning,6.541,65135.546,46.556,21114,521.265
CrawlerDynamicLearning,6.512,65185.329,41.449,20305,330.516
CrawlerDynamicLearning,6.484,65235.905,41.939,20506,268.225
CrawlerDynamicLearning,6.520,65285.699,41.633,21072,335.554
CrawlerDynamicLearning,6.480,65340.317,46.162,20630,533.789
CrawlerDynamicLearning,6.464,65390.493,42.013,20478,228.625
CrawlerDynamicLearning,6.533,65445.112,46.130,21130,357.714
CrawlerDynamicLearning,6.519,65494.361,40.984,20740,462.529
CrawlerDynamicLearning,6.456,65550.074,47.202,21160,443.655
CrawlerDynamicLearning,6.481,65597.849,39.580,20797,450.079
CrawlerDynamicLearning,6.499,65653.918,47.493,20823,225.801
CrawlerDynamicLearning,6.505,65703.741,41.503,20887,578.525
