Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
CrawlerDynamicLearning,6.515,22011.423,44.564,20986,344.523
CrawlerDynamicLearning,6.481,22066.954,47.130,20553,228.257
CrawlerDynamicLearning,6.532,22112.501,37.474,20386,230.689
CrawlerDynamicLearning,6.497,22163.373,42.592,21132,376.588
CrawlerDynamicLearning,6.475,22222.325,50.319,21000,335.985
CrawlerDynamicLearning,6.475,22271.091,40.539,20549,276.655
CrawlerDynamicLearning,6.531,22323.473,43.965,21104,308.760
CrawlerDynamicLearning,6.529,22377.131,45.359,21137,251.565
CrawlerDynamicLearning,6.511,22430.889,45.417,21224,336.272
CrawlerDynamicLearning,6.520,22480.667,41.470,20341,228.105
CrawlerDynamicLearning,6.501,22532.975,43.966,20439,296.795
CrawlerDynamicLearning,6.512,22580.875,39.674,20755,161.710
CrawlerDynamicLearning,6.504,22635.970,46.668,20475,313.180
CrawlerDynamicLearning,6.511,22687.844,43.454,20603,368.669
CrawlerDynamicLearning,6.530,22736.753,40.699,20743,187.821
CrawlerDynamicLearning,6.499,22793.021,47.770,21154,148.213
CrawlerDynamicLearning,6.504,22845.320,43.955,20421,381.234
CrawlerDynamicLearning,6.554,22897.896,44.211,20866,333.726
CrawlerDynamicLearning,6.486,22944.153,38.123,20475,230.043
CrawlerDynamicLearning,6.533,22996.726,44.145,20541,203.249
CrawlerDynamicLearning,6.480,23052.012,46.800,20772,249.480
CrawlerDynamicLearning,6.502,23098.327,38.185,20259,283.166
CrawlerDynamicLearning,6.516,23153.793,47.085,20507,250.100
CrawlerDynamicLearning,6.517,23203.884,41.466,20690,286.353
CrawlerDynamicLearning,6.497,23252.917,40.889,20431,268.066
CrawlerDynamicLearning,6.534,23308.129,46.661,21120,314.100
CrawlerDynamicLearning,6.505,23359.775,43.314,20336,344.955
CrawlerDynamicLearning,6.498,23411.048,42.929,20351,267.837
CrawlerDynamicLearning,6.491,23459.782,40.541,20508,258.877
CrawlerDynamicLearning,6.528,23512.399,44.182,21039,190.954
CrawlerDynamicLearning,6.521,23568.273,47.346,21210,306.543
CrawlerDynamicLearning,6.564,23623.214,46.443,20907,222.478
CrawlerDynamicLearning,6.520,23671.989,40.513,20812,352.726
CrawlerDynamicLearning,6.505,23725.569,45.127,20634,248.103
CrawlerDynamicLearning,6.542,23778.547,44.497,20730,290.687
CrawlerDynamicLearning,6.521,23834.334,47.208,20733,197.930
CrawlerDynamicLearning,6.489,23880.506,38.055,20348,260.619
CrawlerDynamicLearning,6.535,23933.324,44.361,21163,237.798
CrawlerDynamicLearning,6.533,23987.743,45.910,20257,250.816
CrawlerDynamicLearning,6.553,24042.650,46.346,20476,446.485
CrawlerDynamicLearning,6.533,24090.286,39.545,21164,283.645
CrawlerDynamicLearning,6.504,24140.959,42.394,20657,324.117
CrawlerDynamicLearning,6.505,24193.769,44.623,20405,389.368
CrawlerDynamicLearning,6.535,24244.340,42.218,21001,369.415
CrawlerDynamicLearning,6.561,24299.900,46.988,21100,308.666
CrawlerDynamicLearning,6.553,24350.801,42.565,20800,299.900
CrawlerDynamicLearning,6.533,24404.825,45.538,20914,369.456
CrawlerDynamicLearning,6.540,24455.050,41.885,20826,340.602
CrawlerDynamicLearning,6.516,24510.994,47.419,20310,320.225
CrawlerDynamicLearning,6.488,24564.139,44.730,20920,508.500
CrawlerDynamicLearning,6.511,24611.186,38.936,20743,346.946
CrawlerDynamicLearning,6.497,24664.029,44.447,20991,553.298
CrawlerDynamicLearning,6.505,24719.267,46.491,21001,537.429
CrawlerDynamicLearning,6.542,24767.841,40.281,20286,419.385
CrawlerDynamicLearning,6.508,24820.827,44.669,20845,479.205
CrawlerDynamicLearning,6.523,24870.030,41.009,20753,374.000
CrawlerDynamicLearning,6.542,24925.575,47.013,20548,322.196
CrawlerDynamicLearning,6.522,24972.142,38.409,20351,527.742
CrawlerDynamicLearning,6.519,25025.642,45.032,20990,448.620
CrawlerDynamicLearning,6.533,25079.423,45.356,20434,355.076
CrawlerDynamicLearning,6.480,25128.400,40.769,20261,404.084
CrawlerDynamicLearning,6.526,25183.788,46.823,20848,354.316
CrawlerDynamicLearning,6.459,25230.751,38.922,20323,421.308
CrawlerDynamicLearning,6.515,25285.618,46.488,20502,472.041
CrawlerDynamicLearning,6.495,25337.806,43.763,20295,428.316
CrawlerDynamicLearning,6.593,25388.096,41.935,20728,327.193
CrawlerDynamicLearning,6.503,25442.271,45.733,20918,296.596
CrawlerDynamicLearning,6.505,25491.639,41.090,20347,365.404
CrawlerDynamicLearning,6.512,25543.475,43.466,20943,469.931
CrawlerDynamicLearning,6.490,25595.680,43.826,21079,327.127
CrawlerDynamicLearning,6.501,25643.454,39.579,20563,382.652
CrawlerDynamicLearning,6.498,25698.607,46.660,20731,350.156
CrawlerDynamicLearning,6.530,25751.109,44.092,21225,301.180
CrawlerDynamicLearning,6.495,25802.406,43.156,20462,286.537
CrawlerDynamicLearning,6.544,25856.817,45.907,21153,287.686
CrawlerDynamicLearning,6.515,25910.493,45.227,20655,294.454
CrawlerDynamicLearning,6.521,25960.667,41.973,20394,361.618
CrawlerDynamicLearning,6.513,26009.548,40.623,20785,409.399
CrawlerDynamicLearning,6.491,26062.247,44.294,20416,279.306
CrawlerDynamicLearning,6.517,26117.449,46.693,20726,388.072
CrawlerDynamicLearning,6.498,26165.264,39.646,20556,491.543
CrawlerDynamicLearning,6.511,26218.677,44.648,20573,407.055
CrawlerDynamicLearning,6.534,26271.663,44.541,20944,533.237
CrawlerDynamicLearning,6.509,26319.990,40.185,20807,591.857
CrawlerDynamicLearning,6.469,26374.050,45.628,20388,436.421
CrawlerDynamicLearning,6.484,26424.721,42.459,21088,306.396
CrawlerDynamicLearning,6.503,26478.004,44.852,20669,223.464
CrawlerDynamicLearning,6.513,26528.171,41.831,20414,321.873
CrawlerDynamicLearning,6.482,26582.693,46.058,20448,325.048
CrawlerDynamicLearning,6.494,26636.390,45.236,20626,198.866
CrawlerDynamicLearning,6.536,26687.884,43.103,20978,475.759
CrawlerDynamicLearning,6.531,26740.230,43.911,20966,356.756
CrawlerDynamicLearning,6.504,26788.573,40.152,20867,376.679
CrawlerDynamicLearning,6.549,26843.012,45.922,20496,354.235
CrawlerDynamicLearning,6.470,26891.348,40.169,20429,314.950
CrawlerDynamicLearning,6.525,26946.580,46.718,21758,428.432
CrawlerDynamicLearning,6.513,26997.621,42.689,20619,498.475
CrawlerDynamicLearning,6.534,27053.810,47.681,20795,329.509
CrawlerDynamicLearning,6.551,27100.912,38.891,20994,371.919
CrawlerDynamicLearning,6.519,27157.485,48.187,20812,281.007
CrawlerDynamicLearning,6.507,27211.635,45.739,20531,502.646
CrawlerDynamicLearning,6.495,27258.571,38.807,20302,248.456
CrawlerDynamicLearning,6.515,27309.904,43.020,20280,438.724
CrawlerDynamicLearning,6.506,27365.023,46.598,20701,388.852
CrawlerDynamicLearning,6.494,27410.874,37.896,20415,371.435
CrawlerDynamicLearning,6.518,27464.893,45.535,20518,406.709
CrawlerDynamicLearning,6.498,27519.600,46.307,20956,314.937
CrawlerDynamicLearning,6.494,27574.709,46.662,20836,270.080
CrawlerDynamicLearning,6.458,27616.196,33.596,20332,412.694
CrawlerDynamicLearning,6.525,27672.171,47.478,21776,358.306
CrawlerDynamicLearning,6.541,27730.725,49.528,20988,348.816
CrawlerDynamicLearning,6.573,27783.526,44.333,21087,468.687
CrawlerDynamicLearning,6.517,27836.558,44.588,20869,428.722
CrawlerDynamicLearning,6.500,27883.697,39.035,20664,276.825
CrawlerDynamicLearning,6.511,27935.083,42.997,20331,285.809
CrawlerDynamicLearning,6.502,27990.689,47.090,20852,214.204
CrawlerDynamicLearning,6.534,28043.227,44.085,20912,230.864
CrawlerDynamicLearning,6.493,28092.547,41.055,21108,362.442
CrawlerDynamicLearning,6.507,28145.511,44.582,20788,406.779
CrawlerDynamicLearning,6.475,28202.238,48.184,20703,361.855
CrawlerDynamicLearning,6.542,28256.567,45.815,20905,433.580
CrawlerDynamicLearning,6.517,28306.417,41.550,20861,308.943
CrawlerDynamicLearning,6.542,28356.709,41.956,21001,555.124
CrawlerDynamicLearning,6.522,28411.610,46.382,20574,403.255
CrawlerDynamicLearning,6.490,28461.367,41.461,20513,269.392
CrawlerDynamicLearning,6.539,28510.610,41.135,21023,326.323
CrawlerDynamicLearning,6.499,28563.476,44.488,21142,324.457
CrawlerDynamicLearning,6.512,28618.854,46.852,20922,275.071
CrawlerDynamicLearning,6.503,28666.938,39.872,20771,375.256
CrawlerDynamicLearning,6.484,28718.389,43.115,20539,335.542
CrawlerDynamicLearning,6.513,28770.897,44.146,20870,275.438
CrawlerDynamicLearning,6.533,28827.584,48.083,20398,392.007
CrawlerDynamicLearning,6.544,28873.793,38.135,20683,315.196
CrawlerDynamicLearning,6.428,28922.533,40.549,20425,452.638
CrawlerDynamicLearning,6.522,28978.477,47.370,20883,308.010
CrawlerDynamicLearning,6.512,29029.569,42.754,20625,366.278
CrawlerDynamicLearning,6.517,29083.796,45.706,20763,190.936
CrawlerDynamicLearning,6.488,29131.130,39.281,20402,384.869
CrawlerDynamicLearning,6.534,29183.110,43.590,22052,417.066
CrawlerDynamicLearning,6.509,29239.731,47.816,20843,179.499
CrawlerDynamicLearning,6.548,29292.227,44.076,21231,262.641
CrawlerDynamicLearning,6.502,29343.958,43.376,20570,285.538
CrawlerDynamicLearning,6.473,29393.042,41.047,20412,229.104
CrawlerDynamicLearning,6.515,29449.845,48.190,20609,312.925
CrawlerDynamicLearning,6.501,29496.442,38.487,20490,331.253
CrawlerDynamicLearning,6.513,29554.117,49.075,21042,153.187
CrawlerDynamicLearning,6.517,29604.712,42.294,20459,264.545
CrawlerDynamicLearning,6.513,29658.105,44.948,21202,227.572
CrawlerDynamicLearning,6.526,29707.420,41.046,20532,189.014
CrawlerDynamicLearning,6.469,29761.260,45.454,20853,236.231
CrawlerDynamicLearning,6.531,29810.502,40.949,21187,380.252
CrawlerDynamicLearning,6.532,29867.744,48.631,20828,231.550
CrawlerDynamicLearning,6.531,29916.553,40.606,20920,370.872
CrawlerDynamicLearning,6.515,29971.468,46.396,20711,204.845
CrawlerDynamicLearning,6.507,30019.969,40.221,20244,276.281
CrawlerDynamicLearning,6.521,30073.330,44.890,20352,237.225
CrawlerDynamicLearning,6.522,30121.804,40.271,20438,131.676
CrawlerDynamicLearning,6.564,30172.468,42.245,20415,144.358
CrawlerDynamicLearning,6.531,30226.754,45.819,20889,167.292
CrawlerDynamicLearning,6.538,30281.806,46.582,20396,209.750
CrawlerDynamicLearning,6.498,30331.946,41.828,20989,269.217
CrawlerDynamicLearning,6.512,30384.583,44.292,21113,185.649
CrawlerDynamicLearning,6.488,30438.398,45.351,20931,472.308
CrawlerDynamicLearning,6.518,30489.933,43.242,20874,319.887
CrawlerDynamicLearning,6.495,30543.307,44.916,20286,244.734
CrawlerDynamicLearning,6.543,30595.897,44.143,21172,185.515
CrawlerDynamicLearning,6.526,30645.642,41.459,20929,309.828
CrawlerDynamicLearning,6.515,30696.292,42.307,20603,206.423
CrawlerDynamicLearning,6.544,30753.829,48.596,20966,114.926
CrawlerDynamicLearning,6.504,30802.084,40.019,20419,306.758
CrawlerDynamicLearning,6.525,30856.707,46.187,20390,222.375
CrawlerDynamicLearning,6.548,30906.785,41.725,20762,291.857
CrawlerDynamicLearning,6.535,30956.326,41.341,21047,361.841
CrawlerDynamicLearning,6.469,31009.905,45.293,20342,222.349
CrawlerDynamicLearning,6.498,31066.806,48.344,21229,243.553
CrawlerDynamicLearning,6.492,31113.681,38.795,21185,392.408
CrawlerDynamicLearning,6.469,31167.672,45.540,20342,421.540
CrawlerDynamicLearning,6.504,31219.143,43.300,20519,359.373
CrawlerDynamicLearning,6.533,31271.354,43.787,21196,284.109
CrawlerDynamicLearning,6.515,31323.659,43.918,20646,372.338
CrawlerDynamicLearning,6.544,31375.641,43.629,20880,385.331
CrawlerDynamicLearning,6.529,31426.093,42.074,20757,434.205
CrawlerDynamicLearning,6.551,31481.437,46.881,21183,331.805
CrawlerDynamicLearning,6.507,31530.035,40.399,20761,189.746
CrawlerDynamicLearning,6.515,31585.754,47.217,21108,310.086
CrawlerDynamicLearning,6.513,31634.143,40.184,21124,397.301
CrawlerDynamicLearning,6.491,31688.747,46.226,20591,354.108
CrawlerDynamicLearning,6.491,31740.038,42.949,20341,402.193
CrawlerDynamicLearning,6.533,31790.114,41.738,20580,382.648
CrawlerDynamicLearning,6.484,31844.729,46.154,20324,251.795
CrawlerDynamicLearning,6.514,31891.809,38.886,20291,341.249
CrawlerDynamicLearning,6.504,31937.600,37.718,20687,481.144
CrawlerDynamicLearning,6.481,31994.759,48.670,20884,234.762
CrawlerDynamicLearning,6.517,32046.811,43.820,20757,579.226
CrawlerDynamicLearning,6.517,32098.254,43.088,20496,476.369
CrawlerDynamicLearning,6.516,32145.943,39.472,20895,230.481
CrawlerDynamicLearning,6.493,32199.085,44.743,21170,380.554
CrawlerDynamicLearning,6.535,32248.436,40.729,21109,295.975
CrawlerDynamicLearning,6.510,32305.874,48.964,20889,487.627
CrawlerDynamicLearning,6.505,32356.825,42.694,21030,408.599
CrawlerDynamicLearning,6.541,32412.932,47.520,20995,328.653
CrawlerDynamicLearning,6.497,32464.093,42.846,20978,525.347
CrawlerDynamicLearning,6.509,32512.290,39.950,20849,603.467
CrawlerDynamicLearning,6.523,32566.270,45.548,20423,323.512
CrawlerDynamicLearning,6.512,32620.803,46.128,20589,596.854
CrawlerDynamicLearning,6.536,32669.067,40.131,20982,455.536
CrawlerDynamicLearning,6.530,32725.487,47.830,21081,363.844
CrawlerDynamicLearning,6.540,32774.033,40.263,20845,319.496
CrawlerDynamicLearning,6.538,32824.064,41.708,20542,256.817
CrawlerDynamicLearning,6.498,32877.864,45.353,20391,545.607
CrawlerDynamicLearning,6.510,32925.799,39.733,20783,303.669
CrawlerDynamicLearning,6.487,32978.139,43.977,20521,301.714
CrawlerDynamicLearning,6.515,33034.032,47.313,20414,466.069
CrawlerDynamicLearning,6.506,33079.200,37.186,20295,420.411
CrawlerDynamicLearning,6.539,33134.227,46.493,20976,374.988
CrawlerDynamicLearning,6.538,33187.190,44.620,20300,291.066
CrawlerDynamicLearning,6.498,33236.710,41.219,21216,434.840
CrawlerDynamicLearning,6.542,33291.362,46.097,20685,294.152
CrawlerDynamicLearning,6.527,33339.137,39.519,20274,256.534
CrawlerDynamicLearning,6.525,33393.779,46.152,20531,441.294
CrawlerDynamicLearning,6.523,33448.311,46.125,20903,332.482
CrawlerDynamicLearning,6.535,33499.684,42.974,20928,334.102
CrawlerDynamicLearning,6.521,33551.107,43.125,20425,379.210
CrawlerDynamicLearning,6.542,33600.108,40.747,21087,294.117
CrawlerDynamicLearning,6.520,33654.613,46.033,20457,310.210
CrawlerDynamicLearning,6.529,33706.542,43.605,20614,527.645
CrawlerDynamicLearning,6.533,33759.336,44.049,20275,420.493
CrawlerDynamicLearning,6.498,33809.317,41.801,20337,587.630
CrawlerDynamicLearning,6.494,33861.959,44.240,20532,347.474
CrawlerDynamicLearning,6.486,33906.432,36.424,20418,423.847
CrawlerDynamicLearning,6.532,33957.020,42.215,20959,469.958
CrawlerDynamicLearning,6.525,34008.049,42.767,20639,234.724
CrawlerDynamicLearning,6.509,34062.178,45.722,20791,365.087
CrawlerDynamicLearning,6.490,34117.141,46.556,20747,307.248
CrawlerDynamicLearning,6.506,34168.835,43.311,20592,208.427
CrawlerDynamicLearning,6.513,34223.690,46.325,20793,152.007
CrawlerDynamicLearning,6.522,34264.918,33.271,20936,186.538
CrawlerDynamicLearning,6.485,34320.595,47.184,20429,335.325
CrawlerDynamicLearning,6.537,34374.432,45.336,20399,330.303
CrawlerDynamicLearning,6.519,34422.549,39.920,20978,360.574
CrawlerDynamicLearning,6.478,34478.854,47.763,20419,291.949
CrawlerDynamicLearning,6.491,34527.606,40.595,20739,416.831
CrawlerDynamicLearning,6.541,34578.913,42.900,20992,300.121
CrawlerDynamicLearning,6.543,34633.385,46.101,21091,320.586
CrawlerDynamicLearning,6.496,34688.852,46.978,21235,416.081
CrawlerDynamicLearning,6.507,34740.523,43.313,20320,487.097
CrawlerDynamicLearning,6.478,34786.058,37.524,20689,363.421
CrawlerDynamicLearning,6.533,34841.730,47.079,20854,474.350
CrawlerDynamicLearning,6.538,34900.357,50.054,20509,196.443
CrawlerDynamicLearning,6.537,34946.670,38.143,20496,432.154
CrawlerDynamicLearning,6.508,34993.135,38.349,20303,360.867
CrawlerDynamicLearning,6.527,35051.224,49.471,20580,467.489
CrawlerDynamicLearning,6.492,35099.230,39.780,20707,422.868
CrawlerDynamicLearning,6.469,35147.389,39.987,21099,416.841
CrawlerDynamicLearning,6.497,35202.115,46.252,20299,275.025
CrawlerDynamicLearning,6.472,35257.139,46.219,20349,292.328
CrawlerDynamicLearning,6.482,35303.391,38.092,20346,327.084
CrawlerDynamicLearning,6.550,35353.922,42.188,20418,332.940
CrawlerDynamicLearning,6.501,35404.599,42.374,20972,375.845
CrawlerDynamicLearning,6.499,35459.758,46.678,20608,443.625
CrawlerDynamicLearning,6.511,35502.410,34.676,20301,389.370
CrawlerDynamicLearning,6.528,35559.564,48.541,21171,319.689
CrawlerDynamicLearning,6.529,35614.128,46.048,20843,319.297
CrawlerDynamicLearning,6.513,35666.370,43.836,20736,355.853
CrawlerDynamicLearning,6.507,35718.631,43.897,20951,282.447
CrawlerDynamicLearning,6.509,35757.401,30.926,20482,375.714
CrawlerDynamicLearning,6.488,35810.314,44.527,21045,107.084
CrawlerDynamicLearning,6.503,35864.273,45.531,20330,418.228
CrawlerDynamicLearning,6.544,35912.386,39.817,20541,278.879
CrawlerDynamicLearning,6.482,35965.531,44.726,20822,442.446
CrawlerDynamicLearning,6.485,36016.549,42.704,20396,304.903
CrawlerDynamicLearning,6.513,36069.866,44.967,20582,494.051
CrawlerDynamicLearning,6.561,36121.991,43.748,20647,228.377
CrawlerDynamicLearning,6.485,36170.890,40.764,20330,418.907
CrawlerDynamicLearning,6.514,36223.516,44.186,20547,341.129
CrawlerDynamicLearning,6.539,36275.373,43.456,20426,290.645
CrawlerDynamicLearning,6.502,36328.188,44.496,20548,390.359
CrawlerDynamicLearning,6.498,36378.981,42.452,20847,352.017
CrawlerDynamicLearning,6.531,36432.825,45.416,20611,279.472
CrawlerDynamicLearning,6.481,36484.974,43.787,20734,388.690
CrawlerDynamicLearning,6.495,36536.899,43.561,21042,224.680
CrawlerDynamicLearning,6.530,36593.086,47.703,21097,343.849
CrawlerDynamicLearning,6.498,36641.263,39.960,20348,195.145
CrawlerDynamicLearning,6.498,36694.339,44.683,20899,414.677
CrawlerDynamicLearning,6.508,36748.214,45.108,20800,267.282
CrawlerDynamicLearning,6.499,36794.894,38.577,21076,373.191
CrawlerDynamicLearning,6.510,36847.960,44.674,20387,282.317
CrawlerDynamicLearning,6.520,36904.079,47.541,20791,308.121
CrawlerDynamicLearning,6.476,36952.856,40.520,20987,262.661
CrawlerDynamicLearning,6.544,37009.958,48.496,20518,191.454
CrawlerDynamicLearning,6.541,37058.782,40.542,20683,258.383
CrawlerDynamicLearning,6.487,37110.011,42.915,20583,260.436
CrawlerDynamicLearning,6.508,37166.538,48.016,20316,329.892
CrawlerDynamicLearning,6.566,37214.985,40.183,20856,247.375
CrawlerDynamicLearning,6.533,37267.884,44.468,21213,237.273
CrawlerDynamicLearning,6.504,37321.027,44.707,20695,297.581
CrawlerDynamicLearning,6.534,37374.688,45.165,20763,275.567
CrawlerDynamicLearning,6.550,37425.477,42.540,20911,309.519
CrawlerDynamicLearning,6.532,37477.821,43.919,21821,343.047
CrawlerDynamicLearning,6.497,37533.712,47.390,20943,162.111
CrawlerDynamicLearning,6.517,37586.785,44.627,21012,335.031
CrawlerDynamicLearning,6.527,37640.134,44.853,21215,311.705
CrawlerDynamicLearning,6.523,37686.772,38.473,20610,349.565
CrawlerDynamicLearning,6.484,37740.141,44.975,20292,212.729
CrawlerDynamicLearning,6.509,37792.139,43.614,20558,256.744
CrawlerDynamicLearning,6.493,37846.271,45.750,20404,229.993
CrawlerDynamicLearning,6.509,37900.730,45.993,21164,343.169
CrawlerDynamicLearning,6.484,37947.177,38.345,20255,322.015
CrawlerDynamicLearning,6.559,37997.461,41.905,21176,265.802
CrawlerDynamicLearning,6.490,38052.072,46.100,20466,412.297
CrawlerDynamicLearning,6.480,38104.951,44.492,20605,188.199
CrawlerDynamicLearning,6.549,38157.403,44.098,21115,435.161
CrawlerDynamicLearning,6.488,38207.702,42.003,20882,347.899
CrawlerDynamicLearning,6.491,38259.891,43.465,20424,166.881
CrawlerDynamicLearning,6.499,38313.216,45.043,20455,298.932
CrawlerDynamicLearning,6.449,38360.572,39.209,20345,433.647
CrawlerDynamicLearning,6.495,38415.124,46.140,20444,305.029
CrawlerDynamicLearning,6.507,38466.994,43.496,21062,270.371
CrawlerDynamicLearning,6.502,38511.524,36.622,20382,443.810
CrawlerDynamicLearning,6.503,38565.759,45.781,20800,342.583
CrawlerDynamicLearning,6.529,38617.215,43.057,20706,89.426
CrawlerDynamicLearning,6.485,38670.067,44.596,20443,374.003
CrawlerDynamicLearning,6.509,38725.849,47.203,20273,328.833
CrawlerDynamicLearning,6.513,38768.494,34.662,20266,199.776
CrawlerDynamicLearning,6.513,38821.875,44.911,20762,340.983
CrawlerDynamicLearning,6.492,38877.099,46.806,20512,326.170
CrawlerDynamicLearning,6.515,38926.804,41.489,21139,463.695
CrawlerDynamicLearning,6.483,38979.428,44.247,20343,371.658
CrawlerDynamicLearning,6.546,39032.858,44.958,21136,335.821
CrawlerDynamicLearning,6.535,39084.374,43.120,21017,278.674
CrawlerDynamicLearning,6.538,39137.259,44.529,21118,261.779
CrawlerDynamicLearning,6.547,39192.963,47.212,20412,367.402
CrawlerDynamicLearning,6.525,39239.827,38.707,20289,458.157
CrawlerDynamicLearning,6.549,39291.781,43.557,20586,395.833
CrawlerDynamicLearning,6.572,39344.921,44.665,21190,273.933
CrawlerDynamicLearning,6.540,39392.565,39.408,20918,318.259
CrawlerDynamicLearning,6.470,39447.166,46.142,20937,306.410
CrawlerDynamicLearning,6.572,39502.011,46.368,20524,292.949
CrawlerDynamicLearning,6.500,39551.690,41.430,20451,420.290
CrawlerDynamicLearning,6.506,39602.263,42.223,20990,233.934
CrawlerDynamicLearning,6.502,39655.031,44.361,20727,374.509
CrawlerDynamicLearning,6.496,39707.400,43.979,21142,229.970
CrawlerDynamicLearning,6.512,39759.259,43.161,20383,434.264
CrawlerDynamicLearning,6.542,39813.764,45.978,21161,345.973
CrawlerDynamicLearning,6.479,39862.177,40.206,20479,310.091
CrawlerDynamicLearning,6.496,39920.496,49.807,20325,325.029
CrawlerDynamicLearning,6.500,39970.709,41.898,20364,370.761
CrawlerDynamicLearning,6.536,40014.839,36.107,20248,337.277
CrawlerDynamicLearning,6.543,40072.176,48.662,21011,501.652
CrawlerDynamicLearning,6.495,40123.402,43.067,20557,508.927
CrawlerDynamicLearning,6.534,40171.157,39.552,21135,339.873
CrawlerDynamicLearning,6.528,40225.966,46.410,20644,285.452
CrawlerDynamicLearning,6.502,40282.481,47.932,21904,349.469
CrawlerDynamicLearning,6.510,40331.489,40.732,20332,252.894
CrawlerDynamicLearning,6.482,40388.365,48.315,20454,248.605
CrawlerDynamicLearning,6.483,40439.402,42.711,21191,457.482
CrawlerDynamicLearning,6.540,40492.756,44.907,21068,252.749
CrawlerDynamicLearning,6.505,40538.737,37.866,20670,389.926
CrawlerDynamicLearning,6.524,40592.142,45.037,20423,427.073
CrawlerDynamicLearning,6.547,40648.820,48.158,20970,387.450
CrawlerDynamicLearning,6.510,40699.986,42.811,20554,289.566
CrawlerDynamicLearning,6.498,40744.411,36.338,20314,462.907
CrawlerDynamicLearning,6.510,40801.343,48.337,20966,424.038
CrawlerDynamicLearning,6.498,40852.010,42.444,20767,244.891
CrawlerDynamicLearning,6.488,40901.962,41.669,21047,372.289
CrawlerDynamicLearning,6.511,40956.164,45.714,20791,314.592
CrawlerDynamicLearning,6.524,41008.344,43.861,21204,330.031
CrawlerDynamicLearning,6.537,41065.668,48.688,21106,464.803
CrawlerDynamicLearning,6.518,41118.786,44.804,20786,283.478
CrawlerDynamicLearning,6.502,41171.118,43.895,20649,318.081
CrawlerDynamicLearning,6.519,41217.866,38.593,20932,289.618
CrawlerDynamicLearning,6.513,41273.961,47.256,21026,370.586
CrawlerDynamicLearning,6.515,41327.157,44.760,20436,298.568
CrawlerDynamicLearning,6.530,41379.617,44.057,21105,340.350
CrawlerDynamicLearning,6.484,41432.080,44.078,20941,311.196
CrawlerDynamicLearning,6.525,41484.253,43.824,20858,488.700
CrawlerDynamicLearning,6.521,41537.850,45.172,20918,393.484
CrawlerDynamicLearning,6.509,41588.370,42.226,20406,270.664
CrawlerDynamicLearning,6.521,41634.440,38.028,20337,256.219
CrawlerDynamicLearning,6.512,41689.874,46.914,20561,226.011
CrawlerDynamicLearning,6.516,41742.969,44.634,20977,304.754
CrawlerDynamicLearning,6.537,41794.982,43.569,20602,233.927
CrawlerDynamicLearning,6.540,41839.951,36.882,20484,162.568
CrawlerDynamicLearning,6.529,41898.026,49.440,21028,374.370
CrawlerDynamicLearning,6.525,41951.995,45.523,20665,233.973
CrawlerDynamicLearning,6.506,42005.476,45.003,20248,171.827
CrawlerDynamicLearning,6.557,42051.808,38.140,21142,259.069
CrawlerDynamicLearning,6.515,42106.399,46.112,20930,373.543
CrawlerDynamicLearning,6.516,42162.578,47.642,21105,431.003
CrawlerDynamicLearning,6.508,42213.401,42.487,20685,307.697
CrawlerDynamicLearning,6.497,42266.940,45.193,20753,114.830
CrawlerDynamicLearning,6.511,42317.657,42.567,20983,405.812
CrawlerDynamicLearning,6.478,42364.781,38.991,20728,280.295
CrawlerDynamicLearning,6.500,42419.051,45.838,20544,380.547
CrawlerDynamicLearning,6.539,42470.544,43.149,20787,246.428
CrawlerDynamicLearning,6.525,42524.229,45.222,20815,407.850
CrawlerDynamicLearning,6.499,42573.481,41.094,20473,375.681
CrawlerDynamicLearning,6.530,42626.489,44.625,20743,400.098
CrawlerDynamicLearning,6.500,42674.779,40.087,20959,466.338
CrawlerDynamicLearning,6.507,42722.182,39.236,20369,243.305
CrawlerDynamicLearning,6.499,42774.618,43.740,20964,304.228
CrawlerDynamicLearning,6.450,42822.307,39.540,20270,365.122
CrawlerDynamicLearning,6.527,42879.941,49.009,20631,405.901
CrawlerDynamicLearning,6.501,42931.929,43.638,20667,276.255
CrawlerDynamicLearning,6.500,42978.167,38.101,20653,398.457
CrawlerDynamicLearning,6.523,43029.835,43.298,20931,485.822
CrawlerDynamicLearning,6.504,43070.648,33.048,21148,397.903
CrawlerDynamicLearning,6.486,43122.399,43.521,20986,423.424
CrawlerDynamicLearning,6.505,43175.776,44.993,20890,471.421
CrawlerDynamicLearning,6.522,43229.661,45.425,21214,220.568
CrawlerDynamicLearning,6.519,43285.476,47.263,20777,385.345
CrawlerDynamicLearning,6.522,43328.852,35.422,21167,264.469
CrawlerDynamicLearning,6.480,43383.744,46.402,21093,478.647
CrawlerDynamicLearning,6.512,43437.114,44.974,20918,254.516
CrawlerDynamicLearning,6.505,43490.407,44.865,21061,353.892
CrawlerDynamicLearning,6.475,43542.386,43.629,20840,396.729
CrawlerDynamicLearning,6.499,43590.040,39.541,20298,315.154
CrawlerDynamicLearning,6.485,43641.293,42.884,20423,398.179
CrawlerDynamicLearning,6.510,43692.397,42.778,20986,301.428
CrawlerDynamicLearning,6.511,43748.167,47.234,21069,369.591
CrawlerDynamicLearning,6.508,43800.788,44.372,20303,341.174
CrawlerDynamicLearning,6.499,43849.445,40.416,20706,363.903
