Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
CrawlerDynamicLearning,6.545,11656.629,18.593,20307,495.970
CrawlerDynamicLearning,6.415,11684.741,20.744,20545,466.915
CrawlerDynamicLearning,6.417,11712.428,20.297,20999,526.139
CrawlerDynamicLearning,6.386,11738.239,18.564,20817,508.593
CrawlerDynamicLearning,6.419,11767.407,21.701,20886,569.424
CrawlerDynamicLearning,6.400,11793.820,19.113,20343,504.450
CrawlerDynamicLearning,6.401,11819.394,18.358,20480,541.147
CrawlerDynamicLearning,6.431,11846.696,19.881,21070,509.261
CrawlerDynamicLearning,6.403,11875.774,21.652,20849,503.984
CrawlerDynamicLearning,6.400,11903.108,20.025,20591,571.809
CrawlerDynamicLearning,6.458,11928.979,18.572,20475,541.834
CrawlerDynamicLearning,6.541,11956.455,19.987,20579,449.130
CrawlerDynamicLearning,6.434,11984.228,20.378,20737,452.767
CrawlerDynamicLearning,6.381,12010.069,18.592,20919,490.286
CrawlerDynamicLearning,6.421,12039.525,22.012,20977,471.583
CrawlerDynamicLearning,6.400,12063.825,16.903,20321,478.840
CrawlerDynamicLearning,6.384,12093.424,22.209,21110,463.405
CrawlerDynamicLearning,6.462,12119.964,19.196,20881,509.609
CrawlerDynamicLearning,6.428,12148.882,21.497,22177,518.983
CrawlerDynamicLearning,6.418,12176.771,20.502,20661,519.081
CrawlerDynamicLearning,6.424,12204.154,20.064,21096,543.401
CrawlerDynamicLearning,6.402,12230.729,19.258,20383,422.344
CrawlerDynamicLearning,6.411,12257.589,19.564,20682,533.723
CrawlerDynamicLearning,6.445,12284.603,19.649,20893,500.058
CrawlerDynamicLearning,6.378,12310.502,18.658,20279,475.146
CrawlerDynamicLearning,6.415,12338.720,20.820,20246,495.937
CrawlerDynamicLearning,6.466,12366.189,20.068,20682,463.294
CrawlerDynamicLearning,6.396,12392.270,18.787,21064,549.366
CrawlerDynamicLearning,6.410,12420.230,20.564,20276,454.037
CrawlerDynamicLearning,6.402,12448.609,20.998,20406,551.035
CrawlerDynamicLearning,6.425,12475.050,19.128,21193,545.036
CrawlerDynamicLearning,6.419,12500.600,18.296,20638,502.434
CrawlerDynamicLearning,6.488,12529.697,21.585,21084,528.793
CrawlerDynamicLearning,6.418,12557.044,19.992,20583,541.381
CrawlerDynamicLearning,6.402,12583.824,19.493,20616,537.188
CrawlerDynamicLearning,6.376,12608.977,17.944,21027,479.806
CrawlerDynamicLearning,6.365,12638.361,22.020,21027,497.068
CrawlerDynamicLearning,6.405,12666.010,20.273,20980,415.877
CrawlerDynamicLearning,6.546,12694.333,20.796,20990,494.883
CrawlerDynamicLearning,6.397,12721.882,20.236,21166,450.853
CrawlerDynamicLearning,6.395,12747.205,18.077,21048,383.907
CrawlerDynamicLearning,6.413,12775.154,20.601,20951,403.660
CrawlerDynamicLearning,6.431,12803.441,20.879,21114,442.738
CrawlerDynamicLearning,6.367,12830.469,19.729,20281,422.212
CrawlerDynamicLearning,6.406,12857.583,19.595,20585,438.373
CrawlerDynamicLearning,6.418,12885.122,20.203,20983,507.882
CrawlerDynamicLearning,6.373,12912.560,20.120,20519,467.692
CrawlerDynamicLearning,6.404,12938.538,18.679,21219,556.652
CrawlerDynamicLearning,6.452,12965.815,19.906,20954,481.811
CrawlerDynamicLearning,6.437,12994.287,21.069,20624,493.812
CrawlerDynamicLearning,6.368,13022.770,21.138,20486,509.356
CrawlerDynamicLearning,6.443,13047.210,17.227,20844,495.956
CrawlerDynamicLearning,6.413,13075.640,21.121,20828,534.239
CrawlerDynamicLearning,6.455,13103.507,20.444,21173,466.969
CrawlerDynamicLearning,6.418,13131.023,20.130,21000,581.461
CrawlerDynamicLearning,6.380,13157.437,19.158,20822,528.846
CrawlerDynamicLearning,6.460,13185.286,20.422,21055,517.496
CrawlerDynamicLearning,6.394,13214.019,21.345,21039,562.572
CrawlerDynamicLearning,6.396,13238.731,17.527,20558,493.592
CrawlerDynamicLearning,6.386,13266.717,20.696,20862,514.317
CrawlerDynamicLearning,6.374,13293.719,19.690,20405,568.094
CrawlerDynamicLearning,6.383,13320.989,19.973,20352,483.582
CrawlerDynamicLearning,6.415,13350.433,21.940,20761,534.105
CrawlerDynamicLearning,6.376,13376.109,18.423,21114,517.753
CrawlerDynamicLearning,6.414,13404.369,20.838,21220,495.555
CrawlerDynamicLearning,6.470,13431.262,19.530,21077,515.235
CrawlerDynamicLearning,6.403,13460.791,22.101,21034,441.531
CrawlerDynamicLearning,6.420,13485.905,17.895,20636,554.046
CrawlerDynamicLearning,6.395,13513.076,19.800,20652,502.538
CrawlerDynamicLearning,6.433,13542.771,22.188,20566,518.244
CrawlerDynamicLearning,6.399,13570.830,20.642,21095,544.878
CrawlerDynamicLearning,6.461,13596.845,18.688,20660,438.708
CrawlerDynamicLearning,6.415,13623.294,18.931,20371,577.475
CrawlerDynamicLearning,6.385,13652.313,21.601,21141,545.741
CrawlerDynamicLearning,6.428,13677.486,17.906,20659,575.953
CrawlerDynamicLearning,6.414,13705.076,20.189,21137,552.650
CrawlerDynamicLearning,6.455,13734.007,21.481,20724,520.846
CrawlerDynamicLearning,6.364,13761.802,20.511,20607,475.039
CrawlerDynamicLearning,6.404,13787.437,18.423,20689,503.050
CrawlerDynamicLearning,6.382,13814.277,19.559,20813,493.805
CrawlerDynamicLearning,6.439,13841.925,20.262,20900,501.669
CrawlerDynamicLearning,6.404,13869.935,20.662,21000,582.985
CrawlerDynamicLearning,6.465,13899.299,21.890,21155,516.124
CrawlerDynamicLearning,6.430,13924.342,17.790,20935,525.472
CrawlerDynamicLearning,6.500,13951.777,19.969,20595,532.562
CrawlerDynamicLearning,6.402,13979.917,20.763,20841,539.641
CrawlerDynamicLearning,6.389,14007.531,20.284,20640,535.120
CrawlerDynamicLearning,6.355,14034.867,20.076,20449,532.441
CrawlerDynamicLearning,6.390,14059.427,17.394,20270,520.261
CrawlerDynamicLearning,6.385,14088.279,21.495,21069,586.862
CrawlerDynamicLearning,6.393,14114.251,18.709,20545,529.643
CrawlerDynamicLearning,6.393,14140.769,19.191,21000,596.218
CrawlerDynamicLearning,6.402,14169.963,21.796,20572,497.224
CrawlerDynamicLearning,6.366,14194.427,17.307,21044,439.977
CrawlerDynamicLearning,6.406,14222.943,21.109,20469,408.839
CrawlerDynamicLearning,6.373,14250.906,20.663,21015,435.154
CrawlerDynamicLearning,6.365,14278.305,20.081,20413,498.440
CrawlerDynamicLearning,6.343,14305.598,19.993,20863,461.475
CrawlerDynamicLearning,6.343,14330.855,18.074,20550,560.871
CrawlerDynamicLearning,6.354,14358.835,20.642,20825,462.013
CrawlerDynamicLearning,6.351,14386.599,20.475,20322,491.962
CrawlerDynamicLearning,6.349,14412.038,18.005,20565,576.467
CrawlerDynamicLearning,6.380,14439.934,20.534,21097,546.007
CrawlerDynamicLearning,6.364,14468.688,21.362,20347,482.690
CrawlerDynamicLearning,6.348,14493.943,18.095,20941,504.783
CrawlerDynamicLearning,6.330,14521.067,19.905,20872,573.280
CrawlerDynamicLearning,6.362,14549.821,21.389,20936,491.310
CrawlerDynamicLearning,6.363,14575.723,18.683,20369,438.314
CrawlerDynamicLearning,6.366,14604.164,21.134,20908,490.449
CrawlerDynamicLearning,6.338,14630.114,18.752,20982,562.013
CrawlerDynamicLearning,6.370,14660.059,22.543,21096,491.994
CrawlerDynamicLearning,6.342,14685.442,18.194,21067,544.214
CrawlerDynamicLearning,6.345,14714.541,21.735,20825,504.572
CrawlerDynamicLearning,6.429,14741.550,19.676,21756,536.829
CrawlerDynamicLearning,6.420,14769.479,20.570,20636,445.362
CrawlerDynamicLearning,6.335,14794.215,17.578,20403,522.444
CrawlerDynamicLearning,6.352,14822.311,20.785,20286,520.818
CrawlerDynamicLearning,6.366,14847.504,18.011,20568,506.168
CrawlerDynamicLearning,6.343,14876.581,21.723,20258,528.429
CrawlerDynamicLearning,6.347,14901.464,17.740,20668,487.581
CrawlerDynamicLearning,6.338,14928.822,20.074,20247,452.344
CrawlerDynamicLearning,6.327,14955.178,19.111,21055,489.082
CrawlerDynamicLearning,6.377,14982.111,19.617,20656,519.959
CrawlerDynamicLearning,6.429,15010.070,20.571,20365,450.525
CrawlerDynamicLearning,6.364,15037.292,19.925,21014,514.589
CrawlerDynamicLearning,6.382,15065.535,20.862,20665,523.853
CrawlerDynamicLearning,6.359,15092.314,19.507,20409,414.272
CrawlerDynamicLearning,6.359,15118.647,19.063,20854,457.139
CrawlerDynamicLearning,6.368,15145.359,19.447,20585,497.888
CrawlerDynamicLearning,6.344,15175.054,22.280,20790,503.095
CrawlerDynamicLearning,6.347,15199.280,16.881,20803,511.314
CrawlerDynamicLearning,6.357,15226.804,20.244,20733,546.622
CrawlerDynamicLearning,6.312,15254.586,20.515,20307,485.046
CrawlerDynamicLearning,6.360,15282.494,20.549,20559,448.404
CrawlerDynamicLearning,6.379,15308.571,18.848,20535,472.878
CrawlerDynamicLearning,6.334,15336.681,20.813,20624,441.547
CrawlerDynamicLearning,6.359,15361.825,17.929,20647,453.573
CrawlerDynamicLearning,6.357,15388.960,19.825,20651,490.579
CrawlerDynamicLearning,6.354,15417.110,20.829,20728,487.137
CrawlerDynamicLearning,6.323,15442.821,18.541,20478,438.774
CrawlerDynamicLearning,6.343,15469.972,19.871,20649,540.188
CrawlerDynamicLearning,6.322,15498.370,21.072,20653,422.925
CrawlerDynamicLearning,6.340,15525.194,19.593,20301,449.188
CrawlerDynamicLearning,6.361,15547.984,15.680,20310,451.231
CrawlerDynamicLearning,6.376,15578.181,22.749,20978,526.232
CrawlerDynamicLearning,6.380,15605.668,20.179,20889,493.703
CrawlerDynamicLearning,6.357,15633.927,20.920,20868,518.502
CrawlerDynamicLearning,6.355,15658.334,17.200,20847,590.540
CrawlerDynamicLearning,6.339,15687.649,21.951,20489,516.819
CrawlerDynamicLearning,6.370,15715.396,20.420,21782,480.389
CrawlerDynamicLearning,6.335,15740.749,18.192,20544,461.704
CrawlerDynamicLearning,6.338,15767.214,19.213,20304,550.167
CrawlerDynamicLearning,6.371,15796.237,21.657,21187,475.230
CrawlerDynamicLearning,6.390,15820.907,17.463,21164,511.499
CrawlerDynamicLearning,6.356,15850.979,22.628,20744,443.287
CrawlerDynamicLearning,6.362,15879.424,21.095,20589,419.699
CrawlerDynamicLearning,6.373,15903.569,16.984,20843,417.134
CrawlerDynamicLearning,6.369,15931.262,20.395,20279,440.785
CrawlerDynamicLearning,6.370,15958.826,20.250,20540,461.155
CrawlerDynamicLearning,6.386,15984.831,18.547,20276,466.427
CrawlerDynamicLearning,6.374,16012.374,20.208,20811,438.811
CrawlerDynamicLearning,6.366,16039.476,19.838,20422,477.244
CrawlerDynamicLearning,6.373,16067.042,20.194,20681,566.284
CrawlerDynamicLearning,6.378,16093.022,18.708,20865,488.428
CrawlerDynamicLearning,6.383,16120.873,20.503,20793,449.441
CrawlerDynamicLearning,6.371,16148.916,20.731,20508,483.054
CrawlerDynamicLearning,6.385,16173.628,17.477,20987,566.085
CrawlerDynamicLearning,6.349,16200.159,19.264,20422,499.797
CrawlerDynamicLearning,6.377,16229.236,21.672,21077,500.962
CrawlerDynamicLearning,6.356,16256.376,19.864,20859,525.551
CrawlerDynamicLearning,6.382,16284.447,20.678,20785,555.794
CrawlerDynamicLearning,6.336,16309.300,17.694,20415,506.284
CrawlerDynamicLearning,6.365,16337.496,20.884,20878,520.338
CrawlerDynamicLearning,6.364,16363.842,19.101,20740,535.563
CrawlerDynamicLearning,6.434,16392.506,21.213,21040,541.506
CrawlerDynamicLearning,6.370,16417.957,18.139,20573,496.383
CrawlerDynamicLearning,6.365,16446.854,21.491,20957,521.374
CrawlerDynamicLearning,6.357,16475.872,21.644,21171,485.741
CrawlerDynamicLearning,6.331,16500.995,17.951,20878,492.170
CrawlerDynamicLearning,6.356,16526.847,18.578,20718,486.023
CrawlerDynamicLearning,6.363,16556.551,22.291,20590,481.225
CrawlerDynamicLearning,6.372,16583.343,19.504,20920,439.901
CrawlerDynamicLearning,6.324,16610.643,20.004,20815,437.336
CrawlerDynamicLearning,6.409,16635.852,18.002,20376,448.862
CrawlerDynamicLearning,6.385,16665.837,22.544,21078,529.001
CrawlerDynamicLearning,6.355,16689.945,16.958,20250,426.183
CrawlerDynamicLearning,6.386,16717.951,20.643,20465,446.613
CrawlerDynamicLearning,6.374,16745.501,20.222,21232,425.561
CrawlerDynamicLearning,6.376,16774.874,21.731,21041,423.466
CrawlerDynamicLearning,6.381,16799.458,17.398,20995,452.133
CrawlerDynamicLearning,6.355,16825.956,19.217,20406,418.045
CrawlerDynamicLearning,6.381,16855.060,21.724,21200,442.902
CrawlerDynamicLearning,6.386,16883.062,20.687,21566,423.402
CrawlerDynamicLearning,6.377,16911.417,20.991,21207,477.163
CrawlerDynamicLearning,6.369,16936.169,17.582,20660,482.759
CrawlerDynamicLearning,6.364,16965.196,21.678,20406,421.110
CrawlerDynamicLearning,6.382,16993.351,20.773,20482,448.664
CrawlerDynamicLearning,6.357,17016.603,16.158,20327,395.307
CrawlerDynamicLearning,6.369,17045.526,21.573,21074,447.219
CrawlerDynamicLearning,6.356,17072.528,19.711,20544,489.459
CrawlerDynamicLearning,6.368,17100.081,20.247,21016,495.499
CrawlerDynamicLearning,6.375,17126.389,19.037,20651,472.838
CrawlerDynamicLearning,6.330,17154.557,20.864,20297,460.596
CrawlerDynamicLearning,6.360,17180.996,19.195,20428,502.451
CrawlerDynamicLearning,6.355,17209.244,20.913,20405,440.364
CrawlerDynamicLearning,6.387,17236.020,19.450,21230,386.380
CrawlerDynamicLearning,6.392,17263.547,20.187,20646,406.006
CrawlerDynamicLearning,6.390,17288.531,17.754,20363,453.592
CrawlerDynamicLearning,6.348,17315.207,19.422,20768,372.055
CrawlerDynamicLearning,6.337,17343.063,20.547,20320,356.649
CrawlerDynamicLearning,6.369,17371.400,20.985,20877,391.434
CrawlerDynamicLearning,6.359,17396.771,18.147,20576,402.660
CrawlerDynamicLearning,6.353,17423.720,19.685,20662,383.693
CrawlerDynamicLearning,6.333,17451.889,20.870,20344,398.054
CrawlerDynamicLearning,6.356,17479.321,20.142,20438,397.586
CrawlerDynamicLearning,6.386,17503.035,16.558,21068,465.939
CrawlerDynamicLearning,6.374,17531.364,20.954,20450,421.545
CrawlerDynamicLearning,6.365,17560.239,21.299,20593,401.602
CrawlerDynamicLearning,6.341,17586.273,18.798,20505,444.337
CrawlerDynamicLearning,6.350,17612.867,19.311,20747,457.601
CrawlerDynamicLearning,6.315,17641.054,20.905,20570,429.661
CrawlerDynamicLearning,6.352,17667.907,19.598,20555,426.047
CrawlerDynamicLearning,6.341,17692.391,17.320,20911,527.523
CrawlerDynamicLearning,6.339,17721.595,21.847,20759,465.874
CrawlerDynamicLearning,6.341,17749.852,20.930,20482,420.815
CrawlerDynamicLearning,6.379,17777.497,20.330,20907,503.309
CrawlerDynamicLearning,6.370,17800.960,16.329,20550,452.095
CrawlerDynamicLearning,6.358,17829.893,21.546,20406,493.957
CrawlerDynamicLearning,6.415,17859.685,22.348,21143,493.629
CrawlerDynamicLearning,6.354,17886.467,19.515,20293,457.425
CrawlerDynamicLearning,6.364,17910.719,17.102,21231,459.048
CrawlerDynamicLearning,6.343,17939.040,21.000,20447,467.288
CrawlerDynamicLearning,6.386,17966.520,20.089,20811,421.641
CrawlerDynamicLearning,6.360,17995.552,21.658,20876,444.516
CrawlerDynamicLearning,6.346,18018.325,15.688,20434,463.979
CrawlerDynamicLearning,6.320,18046.285,20.655,20261,461.875
CrawlerDynamicLearning,6.372,18075.731,22.078,20702,499.019
CrawlerDynamicLearning,6.381,18102.328,19.337,20798,442.465
CrawlerDynamicLearning,6.356,18126.009,16.512,20573,466.176
CrawlerDynamicLearning,6.367,18156.418,23.002,21050,409.569
CrawlerDynamicLearning,6.351,18181.267,17.681,20335,396.532
CrawlerDynamicLearning,6.366,18209.894,21.265,20948,427.512
CrawlerDynamicLearning,6.351,18236.859,19.687,20687,433.318
CrawlerDynamicLearning,6.397,18265.890,21.589,21073,491.242
CrawlerDynamicLearning,6.358,18291.516,18.423,20473,497.180
CrawlerDynamicLearning,6.385,18316.096,17.370,20282,441.583
CrawlerDynamicLearning,6.376,18345.921,22.224,20342,454.869
CrawlerDynamicLearning,6.389,18371.677,18.473,20810,432.849
CrawlerDynamicLearning,6.412,18399.990,20.923,21040,495.033
CrawlerDynamicLearning,6.354,18426.860,19.596,21113,435.687
CrawlerDynamicLearning,6.435,18455.899,21.653,20443,443.917
CrawlerDynamicLearning,6.386,18481.933,18.785,20255,477.977
CrawlerDynamicLearning,6.348,18509.714,20.438,20272,405.923
CrawlerDynamicLearning,6.369,18535.780,18.863,20503,425.008
CrawlerDynamicLearning,6.355,18562.037,19.011,20896,455.220
CrawlerDynamicLearning,6.357,18591.141,21.724,20928,469.639
CrawlerDynamicLearning,6.337,18617.524,19.146,20329,421.714
CrawlerDynamicLearning,6.335,18645.673,20.841,20362,422.373
CrawlerDynamicLearning,6.408,18671.312,18.378,21024,458.072
CrawlerDynamicLearning,6.379,18698.475,19.857,20544,445.931
CrawlerDynamicLearning,6.376,18726.182,20.397,20672,438.787
CrawlerDynamicLearning,6.392,18752.394,18.934,21120,415.464
CrawlerDynamicLearning,6.401,18780.146,20.429,21175,435.741
CrawlerDynamicLearning,6.364,18808.480,20.997,20280,388.721
CrawlerDynamicLearning,6.383,18837.134,21.298,21094,490.634
CrawlerDynamicLearning,6.365,18863.523,19.117,20802,474.388
CrawlerDynamicLearning,6.362,18890.482,19.680,20913,402.522
CrawlerDynamicLearning,6.402,18916.937,19.167,20533,426.278
CrawlerDynamicLearning,6.375,18943.744,19.553,20320,406.952
CrawlerDynamicLearning,6.386,18971.403,20.359,20794,497.288
CrawlerDynamicLearning,6.388,18999.880,21.087,20969,450.984
CrawlerDynamicLearning,6.409,19025.452,18.330,20731,498.239
CrawlerDynamicLearning,6.371,19054.457,21.658,20748,439.783
CrawlerDynamicLearning,6.375,19081.888,20.101,21027,468.604
CrawlerDynamicLearning,6.388,19106.992,17.929,21124,464.037
CrawlerDynamicLearning,6.362,19134.914,20.385,20515,433.441
CrawlerDynamicLearning,6.375,19162.734,20.484,21136,434.940
CrawlerDynamicLearning,6.382,19191.569,21.469,20996,395.293
CrawlerDynamicLearning,6.379,19217.325,18.516,20423,459.140
CrawlerDynamicLearning,6.379,19242.785,18.287,20365,475.418
CrawlerDynamicLearning,6.387,19272.683,22.462,20727,440.349
CrawlerDynamicLearning,6.470,19300.049,19.998,20747,390.531
CrawlerDynamicLearning,6.375,19327.636,20.284,21882,407.825
CrawlerDynamicLearning,6.348,19355.919,20.970,20717,426.327
CrawlerDynamicLearning,6.370,19382.775,19.551,20369,424.324
CrawlerDynamicLearning,6.427,19409.438,19.325,20734,393.347
CrawlerDynamicLearning,6.363,19436.494,19.798,20259,328.413
CrawlerDynamicLearning,6.380,19463.118,19.318,20576,344.210
CrawlerDynamicLearning,6.317,19491.088,20.684,20526,383.547
CrawlerDynamicLearning,6.379,19516.944,18.647,20279,411.358
CrawlerDynamicLearning,6.391,19542.995,18.788,20267,408.822
CrawlerDynamicLearning,6.393,19571.415,21.031,21182,358.793
CrawlerDynamicLearning,6.355,19597.663,18.996,20860,395.258
CrawlerDynamicLearning,6.377,19626.209,21.191,20376,353.513
CrawlerDynamicLearning,6.423,19654.670,21.032,20890,428.607
CrawlerDynamicLearning,6.355,19680.096,18.243,20956,403.770
CrawlerDynamicLearning,6.369,19707.855,20.426,20241,486.471
CrawlerDynamicLearning,6.422,19735.261,20.034,21006,408.669
CrawlerDynamicLearning,6.391,19762.286,19.722,21061,417.876
CrawlerDynamicLearning,6.382,19789.879,20.289,20614,441.827
CrawlerDynamicLearning,6.328,19817.021,19.906,20625,460.467
CrawlerDynamicLearning,6.422,19844.387,20.031,20803,389.831
CrawlerDynamicLearning,6.386,19869.663,18.028,20548,478.699
CrawlerDynamicLearning,6.410,19899.759,22.650,20889,449.674
CrawlerDynamicLearning,6.363,19924.346,17.233,20450,408.303
CrawlerDynamicLearning,6.395,19953.831,22.103,20765,436.393
CrawlerDynamicLearning,6.396,19980.612,19.494,20475,437.861
CrawlerDynamicLearning,6.410,20008.304,20.361,20927,438.284
CrawlerDynamicLearning,6.397,20037.724,22.010,21053,446.135
CrawlerDynamicLearning,6.388,20062.203,17.339,20650,445.514
CrawlerDynamicLearning,6.381,20088.794,19.305,20573,450.198
CrawlerDynamicLearning,6.376,20116.073,19.954,20290,378.603
CrawlerDynamicLearning,6.418,20143.957,20.536,20363,456.700
CrawlerDynamicLearning,6.416,20171.017,19.731,20888,435.940
CrawlerDynamicLearning,6.399,20196.675,18.407,20261,331.397
CrawlerDynamicLearning,6.385,20226.053,22.035,20727,395.949
CrawlerDynamicLearning,6.395,20251.457,18.192,20852,436.054
CrawlerDynamicLearning,6.401,20278.931,20.137,20995,416.210
CrawlerDynamicLearning,6.400,20307.636,21.393,21108,467.181
CrawlerDynamicLearning,6.352,20332.465,17.678,20598,477.675
CrawlerDynamicLearning,6.397,20360.545,20.713,21047,431.185
CrawlerDynamicLearning,6.402,20389.156,21.251,20241,406.054
CrawlerDynamicLearning,6.430,20414.302,17.888,21214,427.746
CrawlerDynamicLearning,6.407,20441.941,20.304,20637,452.359
CrawlerDynamicLearning,6.400,20470.854,21.530,20927,422.680
CrawlerDynamicLearning,6.351,20496.129,18.118,20272,415.245
CrawlerDynamicLearning,6.531,20523.910,20.300,20958,388.581
CrawlerDynamicLearning,6.409,20551.912,20.576,21914,422.941
CrawlerDynamicLearning,6.388,20579.515,20.277,20347,444.681
CrawlerDynamicLearning,6.378,20606.849,20.019,21093,343.724
CrawlerDynamicLearning,6.344,20634.573,20.426,20495,428.610
CrawlerDynamicLearning,6.398,20661.677,19.793,20886,390.470
CrawlerDynamicLearning,6.370,20688.588,19.642,20418,490.758
CrawlerDynamicLearning,6.387,20714.366,18.335,20490,444.914
CrawlerDynamicLearning,6.399,20742.817,21.080,20373,435.995
CrawlerDynamicLearning,6.391,20770.574,20.422,20373,435.972
CrawlerDynamicLearning,6.420,20794.754,17.011,20627,421.541
CrawlerDynamicLearning,6.419,20822.409,20.335,20327,343.481
CrawlerDynamicLearning,6.385,20849.313,19.643,20327,365.811
CrawlerDynamicLearning,6.424,20876.961,20.301,20459,373.000
CrawlerDynamicLearning,6.382,20903.046,18.863,20567,436.435
CrawlerDynamicLearning,6.420,20931.223,20.843,20624,436.727
CrawlerDynamicLearning,6.379,20956.331,17.898,20516,431.715
CrawlerDynamicLearning,6.455,20984.862,21.115,20920,404.629
CrawlerDynamicLearning,6.425,21012.731,20.533,20774,414.933
CrawlerDynamicLearning,6.383,21040.130,20.105,21121,426.357
CrawlerDynamicLearning,6.408,21068.401,20.931,21114,465.182
CrawlerDynamicLearning,6.386,21094.043,18.407,20698,441.159
CrawlerDynamicLearning,6.409,21121.743,20.360,20265,476.415
CrawlerDynamicLearning,6.440,21149.803,20.712,20751,435.786
CrawlerDynamicLearning,6.428,21175.359,18.327,20861,420.934
CrawlerDynamicLearning,6.379,21204.261,21.554,20931,401.712
CrawlerDynamicLearning,6.367,21229.230,17.800,20339,433.565
CrawlerDynamicLearning,6.364,21257.502,20.962,20287,471.795
CrawlerDynamicLearning,6.399,21283.814,19.067,20362,430.792
CrawlerDynamicLearning,6.395,21311.862,20.758,20468,428.691
CrawlerDynamicLearning,6.342,21337.209,18.166,20561,448.341
CrawlerDynamicLearning,6.370,21366.037,21.476,20854,416.081
CrawlerDynamicLearning,6.410,21392.289,18.997,20524,417.001
CrawlerDynamicLearning,6.409,21420.259,20.624,21195,430.729
CrawlerDynamicLearning,6.368,21445.454,17.987,20858,395.856
CrawlerDynamicLearning,6.420,21472.952,20.147,20808,439.598
CrawlerDynamicLearning,6.385,21502.379,21.810,20667,470.287
CrawlerDynamicLearning,6.383,21529.921,20.214,20616,402.090
CrawlerDynamicLearning,6.423,21554.543,17.410,20258,424.289
CrawlerDynamicLearning,6.408,21583.651,21.697,20847,397.962
CrawlerDynamicLearning,6.397,21610.360,19.393,20612,484.230
CrawlerDynamicLearning,6.360,21636.490,18.915,20615,398.575
CrawlerDynamicLearning,6.376,21663.832,20.016,20716,458.527
CrawlerDynamicLearning,6.352,21691.193,20.118,20455,398.620
CrawlerDynamicLearning,6.385,21719.297,20.741,20817,430.053
CrawlerDynamicLearning,6.389,21744.440,17.923,20273,373.135
CrawlerDynamicLearning,6.385,21772.314,20.556,20854,424.343
CrawlerDynamicLearning,6.399,21800.669,21.001,20905,476.105
CrawlerDynamicLearning,6.411,21828.075,20.093,21186,436.318
CrawlerDynamicLearning,6.372,21853.691,18.442,20853,387.614
CrawlerDynamicLearning,6.415,21880.306,19.337,20252,437.669
CrawlerDynamicLearning,6.386,21909.854,22.140,20487,430.775
CrawlerDynamicLearning,6.386,21937.022,19.894,20710,449.219
CrawlerDynamicLearning,6.374,21961.135,16.890,20420,439.047
CrawlerDynamicLearning,6.390,21989.665,21.158,20940,435.588
CrawlerDynamicLearning,6.395,22016.840,19.883,20312,435.446
CrawlerDynamicLearning,6.386,22043.911,19.784,20987,437.448
CrawlerDynamicLearning,6.371,22072.509,21.250,20304,406.632
CrawlerDynamicLearning,6.366,22096.897,17.216,20479,420.382
CrawlerDynamicLearning,6.424,22126.579,22.252,21188,395.516
CrawlerDynamicLearning,6.410,22154.078,20.157,21230,423.576
CrawlerDynamicLearning,6.362,22179.979,18.668,20635,397.955
CrawlerDynamicLearning,6.352,22206.853,19.613,20483,486.014
CrawlerDynamicLearning,6.392,22236.462,22.206,21140,460.898
CrawlerDynamicLearning,6.383,22260.383,16.763,21200,405.934
CrawlerDynamicLearning,6.387,22290.359,22.326,20798,382.931
CrawlerDynamicLearning,6.403,22318.234,20.507,20480,484.240
CrawlerDynamicLearning,6.381,22344.478,19.028,20562,391.242
CrawlerDynamicLearning,6.382,22370.248,18.537,20578,360.516
CrawlerDynamicLearning,6.371,22399.000,21.388,20868,453.612
CrawlerDynamicLearning,6.365,22425.627,19.388,20850,455.116
CrawlerDynamicLearning,6.401,22451.764,18.925,20443,386.347
CrawlerDynamicLearning,6.422,22479.677,20.496,20607,351.573
CrawlerDynamicLearning,6.377,22506.045,19.122,20451,376.152
CrawlerDynamicLearning,6.349,22533.204,19.887,20336,383.440
CrawlerDynamicLearning,6.596,22559.313,18.666,20301,333.655
CrawlerDynamicLearning,6.408,22587.147,20.475,20441,322.960
CrawlerDynamicLearning,6.420,22614.536,20.054,20697,306.549
CrawlerDynamicLearning,6.409,22641.279,19.468,20439,348.171
CrawlerDynamicLearning,6.368,22667.704,19.156,20348,348.765
CrawlerDynamicLearning,6.368,22696.248,21.187,20979,381.698
CrawlerDynamicLearning,6.404,22722.961,19.426,21153,370.053
CrawlerDynamicLearning,6.379,22750.753,20.445,20532,402.534
CrawlerDynamicLearning,6.378,22776.767,18.783,20841,354.407
CrawlerDynamicLearning,6.414,22803.710,19.634,20908,459.094
CrawlerDynamicLearning,6.392,22831.776,20.740,21027,406.181
CrawlerDynamicLearning,6.418,22858.913,19.793,20354,425.859
CrawlerDynamicLearning,6.383,22885.693,19.496,20296,448.256
CrawlerDynamicLearning,6.404,22912.960,19.974,20561,395.750
CrawlerDynamicLearning,6.409,22940.712,20.361,20992,434.487
CrawlerDynamicLearning,6.368,22966.983,19.013,20381,360.208
CrawlerDynamicLearning,6.395,22994.449,20.182,20788,421.069
CrawlerDynamicLearning,6.398,23021.312,19.549,21048,369.529
CrawlerDynamicLearning,6.379,23047.755,19.166,20512,386.380
CrawlerDynamicLearning,6.428,23076.927,21.530,20606,354.260
CrawlerDynamicLearning,6.384,23103.758,19.534,20390,430.232
