Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
CrawlerDynamicLearning,4.705,9868.678,16.089,20356,514.167
CrawlerDynamicLearning,4.739,9891.807,17.357,20901,418.765
CrawlerDynamicLearning,4.704,9914.493,17.000,20605,442.395
CrawlerDynamicLearning,4.691,9937.101,16.961,20526,474.064
CrawlerDynamicLearning,4.709,9960.648,17.815,20686,383.395
CrawlerDynamicLearning,4.730,9981.702,15.392,20851,416.970
CrawlerDynamicLearning,4.693,10005.299,17.889,20532,492.238
CrawlerDynamicLearning,4.693,10027.898,16.938,20308,489.231
CrawlerDynamicLearning,4.705,10050.745,17.142,20560,436.776
CrawlerDynamicLearning,4.731,10073.033,16.596,21153,479.001
CrawlerDynamicLearning,4.710,10095.251,16.570,20580,501.818
CrawlerDynamicLearning,4.697,10118.622,17.634,20517,474.676
CrawlerDynamicLearning,4.689,10142.647,18.129,20571,431.700
CrawlerDynamicLearning,4.731,10164.290,15.941,20445,555.858
CrawlerDynamicLearning,4.689,10186.635,16.659,21072,470.811
CrawlerDynamicLearning,4.717,10210.348,17.960,20818,397.391
CrawlerDynamicLearning,4.688,10233.033,17.022,20432,363.850
CrawlerDynamicLearning,4.712,10253.765,15.163,20545,398.419
CrawlerDynamicLearning,4.723,10277.963,18.368,20612,408.636
CrawlerDynamicLearning,4.698,10302.148,18.408,21210,374.746
CrawlerDynamicLearning,4.712,10324.211,16.390,20507,388.812
CrawlerDynamicLearning,4.697,10345.679,15.833,20910,400.458
CrawlerDynamicLearning,4.699,10369.781,18.366,20479,414.358
CrawlerDynamicLearning,4.708,10392.408,16.933,21037,484.964
CrawlerDynamicLearning,4.690,10415.668,17.566,20320,397.960
CrawlerDynamicLearning,4.710,10438.683,17.317,20762,478.946
CrawlerDynamicLearning,4.691,10462.037,17.640,20439,459.316
CrawlerDynamicLearning,4.713,10485.118,17.378,20778,485.302
CrawlerDynamicLearning,4.680,10506.358,15.660,20850,462.260
CrawlerDynamicLearning,4.720,10529.943,17.824,21176,472.661
CrawlerDynamicLearning,4.706,10553.153,17.502,20987,435.597
CrawlerDynamicLearning,4.673,10576.291,17.462,20271,517.755
CrawlerDynamicLearning,4.697,10597.424,15.548,20349,479.130
CrawlerDynamicLearning,4.677,10621.383,18.206,21107,472.771
CrawlerDynamicLearning,4.681,10643.723,16.665,20294,496.291
CrawlerDynamicLearning,4.676,10667.338,17.907,20939,444.254
CrawlerDynamicLearning,4.699,10689.189,16.191,20721,430.088
CrawlerDynamicLearning,4.687,10710.450,15.638,20583,502.594
CrawlerDynamicLearning,4.668,10735.156,18.947,20303,490.720
CrawlerDynamicLearning,4.676,10757.491,16.708,20617,461.408
CrawlerDynamicLearning,4.715,10781.437,18.162,20554,506.471
CrawlerDynamicLearning,4.705,10802.257,15.067,20322,517.951
CrawlerDynamicLearning,4.712,10826.953,18.905,21181,523.151
CrawlerDynamicLearning,4.693,10849.607,16.969,20300,454.737
CrawlerDynamicLearning,4.675,10873.282,17.937,20251,476.897
CrawlerDynamicLearning,4.702,10892.886,14.103,20343,582.192
CrawlerDynamicLearning,4.678,10917.082,18.438,20905,528.972
CrawlerDynamicLearning,4.691,10941.106,18.285,20398,417.156
CrawlerDynamicLearning,4.685,10961.596,14.909,20431,520.306
CrawlerDynamicLearning,4.689,10983.983,16.737,20372,530.960
CrawlerDynamicLearning,4.695,11007.062,17.380,20514,420.712
CrawlerDynamicLearning,4.687,11029.666,16.945,20638,525.905
CrawlerDynamicLearning,4.690,11052.731,17.326,20413,579.610
CrawlerDynamicLearning,4.716,11075.235,16.793,21018,450.176
CrawlerDynamicLearning,4.718,11099.343,18.299,21040,447.889
CrawlerDynamicLearning,4.707,11123.612,18.503,21130,501.234
CrawlerDynamicLearning,4.701,11143.973,14.804,21069,500.183
CrawlerDynamicLearning,4.732,11168.954,19.107,21180,507.096
CrawlerDynamicLearning,4.731,11192.407,17.687,21167,518.757
CrawlerDynamicLearning,4.700,11212.906,14.935,20291,493.235
CrawlerDynamicLearning,4.656,11237.740,19.073,20697,481.449
CrawlerDynamicLearning,4.696,11259.323,15.946,21058,450.556
CrawlerDynamicLearning,4.747,11284.439,19.226,20994,505.765
CrawlerDynamicLearning,4.702,11308.100,17.921,20758,512.528
CrawlerDynamicLearning,4.724,11328.242,14.582,20811,430.900
CrawlerDynamicLearning,4.717,11351.505,17.539,20496,451.593
CrawlerDynamicLearning,4.728,11376.222,18.838,20583,529.178
CrawlerDynamicLearning,4.706,11397.030,15.236,20258,553.299
CrawlerDynamicLearning,4.718,11419.203,16.504,20820,508.461
CrawlerDynamicLearning,4.717,11444.051,19.023,20986,467.128
CrawlerDynamicLearning,4.686,11467.933,17.951,20979,495.695
CrawlerDynamicLearning,4.706,11488.100,14.605,21145,497.344
CrawlerDynamicLearning,4.742,11512.725,18.798,20755,486.987
CrawlerDynamicLearning,4.698,11536.145,17.692,20808,494.952
CrawlerDynamicLearning,4.716,11560.039,18.149,20686,469.017
CrawlerDynamicLearning,4.730,11580.718,15.074,20535,489.471
CrawlerDynamicLearning,4.729,11603.490,17.057,20933,542.495
CrawlerDynamicLearning,4.676,11627.639,18.400,20683,506.415
CrawlerDynamicLearning,4.718,11651.661,18.235,20654,496.504
CrawlerDynamicLearning,4.707,11672.892,15.610,20481,513.441
CrawlerDynamicLearning,4.689,11694.315,15.829,20551,533.992
CrawlerDynamicLearning,4.700,11718.265,18.192,20529,521.609
CrawlerDynamicLearning,4.669,11741.046,17.103,20356,501.509
CrawlerDynamicLearning,4.667,11762.980,16.296,20244,496.087
CrawlerDynamicLearning,4.715,11785.465,16.817,21109,531.099
CrawlerDynamicLearning,4.714,11808.383,17.211,20806,568.148
CrawlerDynamicLearning,4.737,11833.372,19.131,20591,489.816
CrawlerDynamicLearning,4.730,11854.613,15.605,20424,515.021
CrawlerDynamicLearning,4.697,11875.784,15.599,20390,472.508
CrawlerDynamicLearning,4.731,11901.186,19.536,20836,544.109
CrawlerDynamicLearning,4.740,11922.856,16.000,20915,530.149
CrawlerDynamicLearning,4.714,11944.976,16.458,20398,512.133
CrawlerDynamicLearning,4.692,11969.781,19.000,20434,565.304
CrawlerDynamicLearning,4.695,11989.918,14.588,20691,544.432
CrawlerDynamicLearning,4.719,12014.842,19.103,20999,513.858
CrawlerDynamicLearning,4.701,12037.909,17.373,20751,536.804
CrawlerDynamicLearning,4.710,12060.288,16.704,20608,488.307
CrawlerDynamicLearning,4.703,12084.217,18.167,21096,522.269
CrawlerDynamicLearning,4.717,12105.863,16.035,20609,539.654
CrawlerDynamicLearning,4.694,12128.939,17.211,20294,579.115
CrawlerDynamicLearning,4.704,12151.702,17.039,20534,484.026
CrawlerDynamicLearning,4.718,12174.688,17.287,21177,516.023
CrawlerDynamicLearning,4.682,12198.428,18.000,20596,535.564
CrawlerDynamicLearning,4.703,12220.837,16.750,20557,494.413
CrawlerDynamicLearning,4.722,12242.914,16.410,20547,502.648
CrawlerDynamicLearning,4.728,12266.207,17.528,20411,520.808
CrawlerDynamicLearning,4.674,12289.063,17.215,20299,526.523
CrawlerDynamicLearning,4.700,12310.194,15.545,20645,514.941
CrawlerDynamicLearning,4.689,12333.010,17.151,20326,554.806
CrawlerDynamicLearning,4.681,12355.721,17.034,20322,486.351
CrawlerDynamicLearning,4.681,12380.919,19.407,20586,472.381
CrawlerDynamicLearning,4.708,12401.506,14.983,20693,537.062
CrawlerDynamicLearning,4.682,12423.902,16.772,20532,502.797
CrawlerDynamicLearning,4.717,12448.411,18.677,20830,522.243
CrawlerDynamicLearning,4.733,12468.540,14.552,21135,533.795
CrawlerDynamicLearning,4.731,12493.501,19.129,21063,558.494
CrawlerDynamicLearning,4.744,12517.883,18.527,21153,508.073
CrawlerDynamicLearning,4.714,12537.245,13.806,20740,461.324
CrawlerDynamicLearning,4.733,12562.899,19.796,21184,482.638
CrawlerDynamicLearning,4.695,12586.423,17.810,20773,399.514
CrawlerDynamicLearning,4.692,12607.972,15.918,20772,499.202
CrawlerDynamicLearning,4.730,12630.113,16.459,20316,473.397
CrawlerDynamicLearning,4.753,12654.736,18.792,20971,403.106
CrawlerDynamicLearning,4.743,12678.509,17.997,20980,451.087
CrawlerDynamicLearning,4.710,12700.370,16.202,20783,437.443
CrawlerDynamicLearning,4.713,12723.333,17.244,20932,559.877
CrawlerDynamicLearning,4.725,12746.037,16.991,20976,485.997
CrawlerDynamicLearning,4.700,12769.029,17.264,20313,507.642
CrawlerDynamicLearning,4.740,12793.062,18.055,21148,470.745
CrawlerDynamicLearning,4.746,12816.110,17.279,21226,517.653
CrawlerDynamicLearning,4.688,12839.289,17.499,20953,486.200
CrawlerDynamicLearning,4.719,12862.678,17.658,21141,469.269
CrawlerDynamicLearning,4.725,12884.532,16.176,20870,453.548
CrawlerDynamicLearning,4.674,12907.142,16.943,20268,406.913
CrawlerDynamicLearning,4.701,12931.191,18.335,20780,474.193
CrawlerDynamicLearning,4.721,12954.810,17.876,20503,430.076
CrawlerDynamicLearning,4.716,12975.505,15.121,20316,467.478
CrawlerDynamicLearning,4.706,12999.076,17.859,20242,496.106
CrawlerDynamicLearning,4.731,13021.820,17.044,21075,493.638
CrawlerDynamicLearning,4.703,13046.630,18.988,21189,466.947
CrawlerDynamicLearning,4.722,13067.241,14.993,21049,467.228
CrawlerDynamicLearning,4.705,13091.410,18.411,20792,465.006
CrawlerDynamicLearning,4.681,13114.357,17.317,20456,458.041
CrawlerDynamicLearning,4.713,13136.642,16.628,20316,503.805
CrawlerDynamicLearning,4.750,13159.921,17.536,21110,480.763
CrawlerDynamicLearning,4.667,13182.084,16.530,20328,483.771
CrawlerDynamicLearning,4.711,13205.284,17.472,20499,423.371
CrawlerDynamicLearning,4.712,13227.592,16.596,21069,519.192
CrawlerDynamicLearning,4.691,13250.210,16.932,20309,459.023
CrawlerDynamicLearning,4.716,13272.871,16.952,20299,480.377
CrawlerDynamicLearning,4.726,13296.880,18.225,21221,491.680
CrawlerDynamicLearning,4.687,13319.552,17.031,20248,537.605
CrawlerDynamicLearning,4.688,13342.285,17.085,20727,435.015
CrawlerDynamicLearning,4.712,13363.098,15.240,20312,449.744
CrawlerDynamicLearning,4.736,13388.377,19.383,21059,443.051
CrawlerDynamicLearning,4.701,13410.516,16.506,20264,513.411
CrawlerDynamicLearning,4.700,13432.277,16.120,20684,530.681
